,,Question,Réponse
15,FAQ7-15,Les deux dates au début de l'énigme 4 sont-elles à considérer comme autre chose que des dates?,"Sur ce point précis, je ne peux pas répondre par oui ou par non. Mais en tout cas, vous avez raison de vous méfier car la chasse essaiera de vous tester à certains moments et parfois évidemment de vous induire aussi en erreur. C'est le jeu. Il y a des fausses pistes qui sont cachées dans l’Élixir."
16,FAQ7-16,Nous savons avec l'énigme 4 qu'il y a une première relique. Y’en a-t-il plus de trois au total dans le jeu?,"Alors il n'y a qu'une seule relique qui est vraiment citée. Je peux vous dire qu'il y en a en effet au moins deux dans le jeu, voire plus."
17,FAQ7-17,Question sur le Tour de France: Est-ce que le Tour de France est passé entre deux lignes et en a croisé deux? Répond “Je ne peux pas répondre. J'essaie de me rattraper l'année prochaine.” Peut-on avoir la réponse cette année?,"D’accord, vous m'avez envoyé la photo du Tour de France de cette année pour 2024. Dans ce cas là, oui, je vous confirme que hormis le tracé des sabliers, il y a d'autres tracés du jeu qui vont croiser les lignes du Tour de France 2024. Oui, complètement."
18,FAQ7-18,Dans le visuel 4 se trouve une balance. Doit-on y voir un lien avec une méthode de frappe de la fameuse pièce que l'on cherche dans l’énigme 5?,"Sur la balance, il est écrit Libra et il y a également, la balance pèse deux choses, donc il y a bien un lien avec la monnaie, c'est vrai, mais ce n'est pas le seul lien que vous pouvez faire."
19,FAQ7-19,"Seriez-vous d'accord si je vous dis que Léonard de Vinci est l'un des plus grands esprits, si ce n'est le plus grand de toutes les époques?","Le plus grand, je ne sais pas, mais en tout cas oui, je suis d'accord avec vous. C'est un des plus grands esprits de tous les temps."
20,FAQ7-20,Est-ce que la phrase en latin de l’énigme 3 aurait pu compter moins ou plus de 64 caractères?,"Ça, je ne peux pas vous répondre par oui ou par non. Je ne peux pas vous dire."
21,FAQ7-21,"J’en reviens encore sur la grappe, est-elle palpable?","Non, elle n'est pas palpable."
22,FAQ7-22,"Si elle est palpable (la grappe), l’est-elle dans la totalité?","Du coup, elle n'est pas palpable."
23,FAQ7-23,Peut-on en faire le tour à l'aide de nos mains? Disons dans un rayon de quelques mètres ou faut-il un rayon de plusieurs kilomètres?,Je ne peux pas vous donner non plus le périmètre exact de la grappe. Donc c’est à vous de le trouver.
24,FAQ7-24,La Croix-Rouge aurait-elle pu être ailleurs que sur le personnage?,Non.
25,FAQ7-25,De même la grappe est-elle utile plus tard dans le jeu?,"Oui, oui, tout à fait. La grappe a son utilité. Elle n'est pas immense, mais elle va avoir son utilité un peu plus tard dans le jeu."
26,FAQ7-26,"La grappe semble, au vu des réponses, assimilée à un concept cheminant vers un point plus important que la grappe elle même. Cette symbolique est-elle constante dans l'énigme? Si la pipe de Magritte n'en est pas une, nous sommes arrivés devant car nous en cherchions une. Du coup, est-ce que cet objet, s’il était doué de conscience, saurait qu’il n'est pas une pipe?","Alors oui, si cette grappe était douée de conscience, elle saurait que ce n'est pas une vraie grappe, mais plutôt une grappe figurative ou même métaphorique."
27,FAQ7-27,"La pierre importante que vous avez évoquée lors d'une vidéo FAQ est-elle à considérer comme: 1- Une première pierre, 2- Une clef de voute, 3- Une dernière pierre? Et, quelque soit votre réponse, pourrait-elle devenir une pierre d'achoppement si nous ne parvenons pas à l'identifier?","C'est d’une façon certaine une pierre d'achoppement si vous ne trouvez pas. Et même si vous la trouvez, ce n'est qu'une étape. Une pierre en elle-même ne sert pas à grand chose. Une pierre qui roule, qui est en mouvement, par exemple, peut avoir l'illusion d'avoir choisi librement de rouler, alors qu'en fait, c'est peut-être quelqu'un qui l'a poussé ou qui l'a fait tomber. C'est la théorie de l'illusion du libre arbitre de Spinoza. Et bien c'est pareil pour une pierre quelle que soit la pierre. Elle est toujours ce qu'en fait l'homme ou la femme derrière. Et c'est cette fonction qu'on lui attribue ou l'énergie ou la transformation parfois qui va lui donner sa valeur. La valeur n'est pas intrinsèquement liée à la pierre en elle-même."
28,FAQ7-28,Les vignes en image 1 aurait-elle pu être dessinées autrement?,"Oui, oui, oui, bien sûr, pas de problème."
29,FAQ7-29,"Si je devais utiliser la croix dessinée sur l'épaule du personnage et que je remarque que dans cette même famille de croix, il en existe une de forme légèrement différente qui indique une direction, est-ce que la croix de mon personnage pourrait être utilisée de la même manière? ","Qu'il en existe de formes légèrement différentes, vous avez raison de creuser le sujet, il y a pas mal de littérature à ce sujet. Après sur le reste je vous laisse interpréter, je ne pourrais pas vous confirmer si il y a une direction derrière ou pas."
30,FAQ7-30,"Toute cette quête ne serait-elle pas, in fine, tout simplement une histoire d’”O”?","Alors D apostrophe, lettre O majuscule. C'est une histoire d'eau et de feu. Peut-être parce que le feu ne s'éteint jamais tout seul. Ou en tout cas, il se complète aussi avec l'eau. L'eau, c'est souvent ce qui permet de couper le vin, voire d'être transformé en vin. N'est-ce pas? Ça peut être une histoire d'eau. Pas que, évidemment, mais vous avez raison, ça en fait partie aussi."
31,FAQ7-31,Le mal et son jumeau sont-ils des mots anciens dont les noms ont changé de mots à travers les siècles?,"Oui et oui, oui aux deux."
32,FAQ7-32,Avons-nous déjà rencontré le feu d’INRI au cours des six premières énigmes?,"Non, vous n'avez pas rencontré le feu d'INRI. Mais vous en avez quand même ressenti la chaleur."
33,FAQ7-33,Se peut-il qu'après avoir tracé ce que Dieu veut le le sépulcre d'azur se cache dans une échelle encore plus grande?,"Non, non, non. Au contraire, l'exact contraire de votre question."
34,FAQ7-34,"Dans l'énigme 1, l’icone soleil entre les caractères est parfois en alignement gauche, centré, ou en alignement droit. Est-ce voulu ou juste lié à la police de caractères?",C'est pas important. Vous pouvez passer. Il n'y a pas de sujet dessus.
35,FAQ7-35,La chambre cachée est-elle d'origine humaine ou naturelle?,Elle est d'origine humaine.
36,FAQ7-36,"Dans l’énigme 1, est-ce que “saint clair” de Saint-Clair-sur-Elle, aurait pu être orthographié différemment au cours des siècles?",Oui
37,FAQ7-37,Si la chambre cachée est naturelle serait-elle sous un trône?,Elle n'est pas naturelle et d'origine humaine. Mais vous n'êtes pas loin. C'est-à-dire que la chambre est quand même très noble.
38,FAQ7-38,"Si je vous disais que toutes les grappes mènent à Rome, serais-je sur la bonne piste ou bien est-ce que je me tromperais de chemin?","C’est trop précis. Rome de toute façon, on peut remettre au large pour qu'on puisse la circonscrire juste à la grappe, dans la chasse. Ça, je ne pourrais pas vous répondre."
39,FAQ7-39,"Lorsque les références externes existent en plusieurs versions, la chasse nous indique-t-elle laquelle précisément?",Alors si ce n'est pas précisé ce qu'il faut toujours utiliser ce qui tombe sous le sens. Ce que ce que vous trouvez rapidement ou la version originale.
40,FAQ7-40,"Une connaissance, même sommaire du latin est-elle utile, nécessaire, pour la charade?","Non, non, vous n'avez pas besoin du latin pour la charade."
41,FAQ7-41,Est-ce que vous aimez les films d'horreur?,"Pas tous. Quelques uns. J'aime bien les vieux films d'horreur ne sont pas vraiment des films d'horreur, mais de type Shining ou Psychose. Sinon, je ne regarde pas trop."
42,FAQ7-42,"Dans cette quête, le temps nous est-il compté ou conté? Faisons nous une course contre lui?","C'est une bonne question. Le temps change, il n'est pas toujours linéaire. Voire n'est plus du tout. Il peut ne plus exister. Il y a une course qui est inhérente au fait que ce soit une chasse au trésor . Vous êtes dans une course contre la montre puisque c'est limité dans le temps à cinq ans. Et vous êtes dans une course aussi avec les autres joueurs. Donc oui, on peut parler de course pour la chasse, mais pas dans le jeu en lui même."
43,FAQ7-43,Doit-on résoudre les dates 1543 1938 pour pouvoir résoudre la charade?,"Oui, oui."
44,FAQ7-44,Les réponses de chaque point de charade sont-elles les mêmes pour chaque langue?,Oui.
45,FAQ7-45,"Notre grappe dont-il manque une grande partie, retrouve-t-elle périodiquement son intégralité?",Non.
46,FAQ7-46,Le poème utilise-t-il le même mécanisme pour nous aider dans les différentes langues?,Oui.
47,FAQ7-47,"Est-ce que le parchemin raconte une confrontation de visions de mêmes événements de l'histoire ou de la grande Histoire avec un H? Je m'explique: En prenant par exemple la guerre, il y a la vision des vainqueurs et des vaincus. Est-ce qu'on est dans le même type de logique?","Alors non. Le parchemin respecte la vérité, donc il respecte la vérité historique qui est communément admise par les historiens. Même s'il y a parfois des clins d'œil, on va dire, à une histoire un peu plus officieuse ou secrète, mais ça ne va jamais très loin."
48,FAQ7-48,La grappe est-elle unique en son genre?,"Oui, elle est unique. Mais il existe d'autres, d'autres grappes de raisins comme celle là dans le monde."
49,FAQ7-49,"Il y a un temps pour tout. Avant l'heure, c'est pas l'heure. Après l'heure, c’est pas l’heure. L'heure, c'est l'heure. Est-ce que vous approuvez ce dicton?","Non. Non parce que comme je vous l'ai dit un peu plus tôt, le temps n'est pas toujours linéaire. Donc on n'est pas dans ce dicton."
50,FAQ7-50,Peut-on mettre en association le mot Fugit présent dans l'illustration 5 et son contraire pour suivre une relique?,"Alors dans l'illustration 5 c'est Fugio, c'est pas Fugit. Et pour son contraire, je ne vois pas quel serait le contraire du coup de ce mot. Bon, je dirais à priori non."
51,FAQ7-51,Y’aurait-il une mesure récurrente à chaque énigme?,"Oui, il y a plusieurs mesures dans le jeu et elles sont toujours données par les énigmes. Donc le parchemin vous permet de trouver les énigmes. Enfin, les mesures quand vous en avez besoin."
52,FAQ7-52,Est-il possible que la grappe de raisins puisse évoluer durant ces cinq prochaines années?,Non.
53,FAQ7-53,"Dans la dernière FAQ, vous nous dites que l’on connaît le personnage représenté dans les illustrations. Est-ce au cours de nos recherches que ce personnage apparaît? Sinon, cela veut-il dire que nous le connaissions avant de nous inscrire à cette chasse?","Alors oui, normalement, vous le connaissiez sûrement avant, mais tout le monde ne le connaît pas aussi bien."
54,FAQ7-54,"Selon la religion chrétienne, la Vierge Marie a eu l'occasion de devenir mère sans procréer. Si je vous dis qu'une autre personne a eu cette occasion d'une façon un peu différente mais symboliquement similaire, est-ce que cela vous parle et suis-je dans la bonne voie?  Je ne parle pas d'adoption ou de méthode scientifique.","Non. A premier coup d'oeil, ça ne me parle pas. Après, si vous avez la référence précise à laquelle vous pensez, vous pouvez la poser. A priori, ça ne me parle pas."
55,FAQ7-55,"Se pourrait-il que depuis 2000 ans, certains personnages historiques aient été en fait le Comte de Saint-Germain sans que l'histoire n'en garde une trace?","Historiquement, il y a eu énormément de Comtes de Saint-Germain. Ça a créé beaucoup de confusion et ça a d'ailleurs alimenter la légende de son immortalité. Puisqu’il y a toujours plein de témoignages de personnes qui l'auraient croisé de son vivant. Il est mentionné de nombreuses fois dans plusieurs mémoires, mais la légende d'immortalité, en tout cas, est uniquement liée au Comte qui nous intéresse et ça reste malheureusement une légende. Donc je ne pense pas que ce que vous dites serait possible."
56,FAQ7-56,"Notre personnage au capuchon noir cachant ses traits, qui est le même personnage dans tous les visuels, a-t-il toujours le même visage dans les 6 illustrations?","Non, parce que son visage va vieillir. Et aussi parce que les émotions qu'il pourrait y avoir sur son visage peuvent varier selon les illustrations et selon les situations dans lesquelles il est confronté."
57,FAQ7-57,"Sommes-nous d'accord avec le fait que sans la grappe de raisins, l'humanité pourrait mourir de faim?","Non. Non, non, quand même pas. On pourra très bien manger sans la grappe de raisins mentionnée dans la chasse, je vous rassure."
58,FAQ7-58,"Dans le testament, Il est écrit à la toute fin le compagnon d'Hiram. Pouvez-vous préciser de quel Hiram il s'agit? Est-ce qu'il s’agit d'Hiram Premier le grand, d’Hiram deux, trois ou quatre?","Alors, Il s'agit d'Hiram le bâtisseur qui est notamment connu pour avoir construit deux colonnes. Après à vous de savoir de quoi il s'agit. Mais globalement, il s'agit de cet Hiram là."
59,FAQ7-59,"Pour la pièce de monnaie, serait-il possible de me confirmer que celle que vous avez utilisée pour le calcul des lieues correspond à la période sous-entendue dans le parchemin et non à une date ultérieure?  Pour la différence de poids, il semblerait que la pièce que j'ai trouvée ait été utilisée à plusieurs moments et possède un poids différent.","Alors pour la pièce, l'époque peut aider mais ce n'est pas par ce bout là que vous allez la trouver. Alors que pour la lieue, c'est vraiment pas le plus difficile. Et je pense qu'il y a beaucoup de joueurs qui ont déjà trouvé la lieue correctement sans difficulté. "
60,FAQ7-60,"C'était par rapport à la question sur le groupe Gold. Confirmez-vous que le titre de la chanson “Un peu plus près des étoiles” n'est ni une voix, ni une voie à emprunter?","Alors ce n'est pas une voix mais c'est important de suivre sa bonne étoile et même les bonnes étoiles. Après, je ne pourrais pas être plus précis que ça. C'est à vous de voir à quelles étoiles on peut faire référence dans le cas de l'Élixir d’Or. "
61,FAQ7-61,"Notre personnage se transforme au cours de sa quête. De pacifiste, il devient chevalier, maniant l'épée de main de maître. Au cours de son cheminement, après avoir essayé de lutter contre le premier mal, rencontre-t-il un endroit où il trouve un élément qui lui permet de développer son art de l'escrime en plus de l'épée pour vaincre le mal jumeau?","Oui. Oui, tout à fait. C'est un peu comme dans comme dans Kill Bill, si vous voulez. Tout héros est obligé de parfaire un peu son art auprès d'un maître pour pouvoir exceller et ensuite relever le danger ou combattre l'ennemi juré. Vous avez tout à fait raison."
62,FAQ7-62,"L'indice numéro 1 donné précédemment, est-il circonscrit à l’énigme 1 ou est-il utile pour les énigmes suivantes également?","Non, il n'est pas circonscrit à l'énigme 1."
63,FAQ7-63,Imaginons que toute la communauté se partage des informations et réponses est-ce qu'aujourd'hui quelqu'un serait capable de trouver le trésor?,"Non, je ne crois pas. Car il y a encore un tiers des éléments qui n'ont pas été découverts par la communauté. Mais par contre, ça aiderait énormément.  Et comme je l'ai dit, notamment sur les énigmes textuelles 3 et 4 puisqu'elles ont déjà été résolues en grande partie par plusieurs joueurs qui n'auraient qu'à mettre en commun pour pouvoir avancer."
64,FAQ7-64,Est-ce que seul le bon cheval peut nous mener à la relique et donc ensuite à l'emplacement? Ou tous les chevaux mènent à la relique mais chacun aura choisi son histoire à suivre?,"Le bon cheval ne vous mène pas à la relique, il vous mène au mal."
65,FAQ7-65,Est-ce qu'un joueur est déjà parvenu à la relique?,"Oui, plusieurs. En tout cas, la première relique. Il y a plusieurs gens en effet, dans le sondage des six mois qui m'ont donné la bonne relique. "
66,FAQ7-66,"Après échange avec notre ami Jean, nous nous posons la question si les cavaliers ne seraient pas sots?","Alors ils ne sont pas sots. Donc j'avoue que je ne comprends pas très bien votre question. Non, je vous confirme que les cavaliers ne sont pas sots."
67,FAQ7-67,"Le Comte était un grand alchimiste, pourrait-il nous amener à côtoyer l'enfant qui a survécu?","Alors écoutez, vous pouvez relire les contes de Beedle le Barde, puisqu'ils sont très riches en métaphores et évidemment, sur le reste, impossible de vous répondre. Je vous ai dit qu'il y avait une référence geek, mais je ne pourrais pas vous donner laquelle."
68,FAQ7-68,Les lettres en rouge dans la troisième strophe du poème ont-elles comme deuxième fonction de nous donner un mode d'emploi général du poème?,"Non, non, pas du tout."
69,FAQ7-69,"À votre connaissance, quelqu'un a-t-il déjà résolu complètement l'énigme 1?","Alors en fait, c'est quasiment impossible tant que le tiers des éléments manquants n'aura pas été décrypté. Et même ce n'est pas attendu qu'un joueur puisse résoudre entièrement l'énigme 1. Ça ne servirait pas à grand chose dans l'immédiat sans avoir très bien avancé sur l'ensemble du jeu. C'est pour ça que l'un des premiers conseils que je peux donner si vous commencez la chasse, c'est de ne pas avancer énigmes après l'autre, en tout cas de vouloir absolument résoudre entièrement une énigme avant de passer à une autre. Parce que la chasse n'est pas forcément linéaire, il peut y avoir des allers retours, donc c'est important d'avancer sur le parchemin dans son ensemble."
70,FAQ7-70,Est-il possible de résoudre l'énigme 1 sans avoir lu l'énigme 2?,"Oui. Mais du coup, comme je viens de le dire, il faut peut-être avoir lu d'autres énigmes et les avoir comprises avant."
71,FAQ7-71,Peut-on être jumeaux et extrêmement opposés?,Bien sûr.
72,FAQ7-72,Je me demandais si une personne qui ne connaît pas le français est amenée à faire la chasse doit-il à un moment traduire des choses du français à la langue qu'il utilise ou toutes les recherches extérieures au parchemin ne demandent pas de traduction du français et sont disponibles dans la langue choisie?,Aucun joueur étranger ne doit traduire du français. Passer du français à une autre langue ou vice versa. Il peut travailler dans sa langue ou dans des langues qui seraient universelles.
73,FAQ7-73,Est-ce que le 33ᵉ temps de l’énigme 6 et le rapporteur de l’illustration 2 conduisent au même lieu?,Non.
74,FAQ7-74,"Je rebondis sur “pas une œuvre d'art”, la question précise était: la grappe de raisins peut-elle être une œuvre d'art que l'on accroche sur un mur ou qu'on expose au Louvre.",La réponse est non à ces deux questions.
75,FAQ7-75,"La grappe est un objet concret, ou plutôt une idée ou un ensemble d'idées?",Je ne peux pas répondre à cette question.
76,FAQ7-76,"L'orientation relative des éléments utiles pour la chasse, et présents sur le visuel 1, est-elle conservée tout au long de la chasse?","Oui, ces éléments sont utiles pendant le jeu, pendant tout le jeu. Mais s'agissant de leur orientation, lorsqu'elle est utile, peut-être jamais, mais si elle l'est, elle ne le sera pas tout le temps et c'est souvent à usage unique."
77,FAQ7-77,Peut-on admettre que l'arbre représenté dans l'illustration 1 n'est pas en France?,Oui.
78,FAQ7-78,La grappe est-elle graphiquement parlant parfaite?,Non.
79,FAQ7-79,"Concernant la partie d'échecs, est-ce que les blancs commencent comme la tradition le veut?",Bien sûr.
80,FAQ7-80,Un Saint Clair peut-il en remplacer un autre?,"Alors c'est une très bonne question et la réponse est oui, tout à fait un Saint Clair peut en remplacer un autre."
81,FAQ7-81,Avez-vous remarqué des coincidences utiles dans cette chasse bien que non pérennes sur 5 ans et non essentielles?,"Alors sans aller sur votre solution exacte, il y a évidemment des coïncidences parfaites pour la solution du jeu et donc pour trouver le lieu du coffre. Mais il y a aussi des coïncidences très frappantes, intentionnelles, volontaires pour des pistes qui peuvent être très tentantes. Mais ce ne sont que des illusions et ce ne seront jamais des coïncidences parfaites, comme les possède la solution."
82,FAQ7-82,"Je voulais savoir si le fait qu'une des onze branches du soleil soit plus grosse dans l'illustration 3 relève de votre choix ou est-ce juste dans le dessin qu'il y a une branche plus grosse, sans incidence avec la chasse ?","Non, ça n'a pas d'incidence sur la chasse, ce n'est pas grave si des branches sont plus épaisses que d'autres."
83,FAQ7-83,"En filant au Nord-Est de la croix sur la carte de l'illustration 2, on tombe vraiment pile sur Dabo. Est-ce normal?","Alors je ne vous conseille pas d'aller à Dabo, vous n'y trouverez rien d'utile, en tout cas s'agissant de l'Élixir."
84,FAQ7-84,Confirmez-vous qu'il est indispensable d'utiliser les 7 métaux de l’alchimie connus à votre époque?,"Ça, c'est trop précis. Je ne pourrais pas vous répondre, mais en tout cas, je vous encourage évidemment à faire des recherches dessus, c'est passionnant."
85,FAQ7-85,Avez-vous rouler à bicyclette lors de vos recherches pour créer cette chasse?,Non.
86,FAQ7-86,"Comme tout bon conte, notre chasse comporte t-elle 2 chemins, un long et aisé et un autre court mais dangereux?","Alors elle en comporte plus que 2. Mais, il n'y en a qu'un seul qui est correct."
87,FAQ7-87,"Sur le visuel 1, la représentation des sabliers me semble incompatible avec la position du soleil.","Si vous parlez de la gravité, par exemple le fait que les sabliers s'écoulent à l'envers, c'est voulu et ça aurait été le cas quelle que soit la position du soleil."
88,FAQ7-88,"L'oiseau a-t-il au moins un sens métaphorique, s'inscrivant ainsi de façon précise, spécifique et nécessaire à la réalisation de notre quête?",Non. Pas nécessairement.
89,FAQ7-89,La grappe contient-elle une source lumineuse propre à elle-même?,Non.
90,FAQ7-90,A-t-on besoin de la grappe de l'énigme 1 pour résoudre l'énigme 2?,Non plus.
91,FAQ7-91,"Concernant le dernier sondage, suite au décryptage de la première partie de l’énigme 2, on obtient un résultat nous invitant à chercher trois éléments pour ne pas en dire trop. Y-a-t il des chasseurs qui ont trouvé les trois bons éléments indiqués?",Il y a en effet de très nombreux chasseurs qui ont trouvé les éléments à trouver dans l'énigme 2.
92,FAQ7-92,Faut-il remettre en question les gardiens de l’énigme 1?,"Non, non, non, non, vous n'avez pas besoin de les remettre en question."
93,FAQ7-93,Un certain Sam Dalmas avait utilisé un échiquier ainsi qu'une méthode de remplissage pour trouver une phrase. Suis-je sur une bonne piste si  j'utilise cette méthode dans votre chasse?,Alors je n'ai pas fait la chasse des douze énigmes de Dalmas. Donc je ne sais pas ce qui est utilisé à l'intérieur.
94,FAQ7-94,Dans une des premières choses à faire devant nous découvrir une échelle pour démarrer le jeu.,"Non, non, non"
95,FAQ7-95,"Dans l'illustration 1, est-ce que l'arbre et l'oiseau ont un lien particulier?",Non plus.
96,FAQ7-96,"Est-ce que la prochaine chasse grand format est déjà prête? Si oui, combien de temps après la fin de l'Élixir d'Or pensez-vous la lancer?","Non, elle est loin d'être prête. On a beaucoup moins de temps libre entre guillemets, que pour la préparation de l’Élixir d’Or. C'est loin d'être prêt. Elle ne sera pas prête, à mon avis, avant un an ou deux. Et pour la sortie, je ne sais pas du tout. On n'a pas encore clarifié la date exacte. Même la temporalité par rapport à l'Élixir."
97,FAQ7-97,Doit-on considérer que notre personnage principal n'est pas en possession de l'épée avant l’illustration 4?,"Oui, tout à fait."
98,FAQ7-98,Suis-je sur le bon chemin si j'essaie de fabriquer l'Élixir?,"C'est trop précis, je ne pourrais pas vous répondre."
99,FAQ7-99,Est-ce que le personnage des illustrations est accompagné par le mal ou le mal jumeau?,"Oui, tout à fait. Ça lui arrive."
100,FAQ7-100,"Dans l’énigme 4, Il est fait état de l'autre trésor, appelons le T2, ce qui sous entend qu'il y a le trésor. Appelons le T1. Est-ce que le T1 fait référence à celui de la chasse ou bien à un que nous découvrons avant une énigme 4? Et le T1 et le T2 sont-ils de même nature?","Le T1 ne fait pas référence à celui de la chasse, donc le coffre ou les 100 000 euros de bouteilles. Et oui, T1 et T2 sont de même nature. Tout à fait. "
101,FAQ7-101,"Lorsqu'il est fait état du mal jumeau, le terme jumeau est-il à considérer au sens génétique, analogique, philosophique, culturel ou autre?","Alors je pourrais pas vous dire, je pourrais juste vous dire que ce n'est pas au sens génétique traditionnel."
102,FAQ7-102,"Les flambeaux ou bougies que l'on retrouvent dans le visuel de la crypte égyptienne, dans le visuel de l'échiquier, n'ont pas toutes un halo autour d'elles. Dans la crypte surtout. Peut-on considérer qu'elles ont plus d'importance que les autres qui n'en ont pas?","Alors, sur les halos, je ne peux pas vous répondre précisément. À vous de savoir quelle utilité ils peuvent avoir."
103,FAQ7-103,Quelles lectures complémentaires nous conseilleriez-vous pour accompagner cette passionnante chasse au trésor?,"C'est compliqué de vous répondre sans donner d'indices. Donc c'est un peu enfoncer des portes ouvertes, mais vous pouvez tenter d'autres chasses au trésor, lire des ouvrages sur la cryptographie, sur les thèmes abordés par la chasse et ça ne pourra que vous être utile. Je ne pourrais pas vous donner une référence extrêmement précise."
104,FAQ7-104,"En dehors du fait que la couleur du vêtement du personnage varie suivant les illustrations, vous avez dit qu'il était le même pour l'ensemble des visuels.  Doit-on considérer que la forme de sa barbe est la même pour tous les illustrations? Et sa couleur est-elle conforme à celle du personnage que nous cherchons?","Oui, la barbe est la même. Après non, ce n'est pas forcément parfaitement conforme au personnage recherché. C'est un peu le style de l’illustratrice, ce n'est pas exactement pareil."
105,FAQ7-105,"Les deux fanions , un blanc et un rouge, dans le visuel au trésor, auraient-ils pû être de couleurs et de formes différentes?","Non, c'est important qu'il soit rouge et blanc. Après, oui, sur la forme, ça aurait pu être différent, légèrement différent."
106,FAQ7-106,L'arbre qui brûle sur le visuel 3 doit il être personnifié?,"Personnifié? Non, non, du tout. "
107,FAQ7-107,Nos aïeux alchimistes ont-ils connaissance des changements d'état de la matière et cela peut-il nous servir à résoudre une énigme?,"Oui, ils avaient connaissance des changements d’états. Mais après, je ne peux pas vous dire si ça va vous servir. Ça, c’est à vous de voir."
108,FAQ7-108,"Suis-je sur de bons rails si je vous parle d'art, de libération, de cycle et d'or? Ou alors me diriez-vous que l’abus d’Élixir a déjà bien trop nuit à ma santé mentale?","Alors non, vous êtes dans le thème du jeu. Après, je vous conseille de ne pas non plus trop abuser de l'Élixir, puisque c'est évidemment à consommer avec beaucoup de modération."
109,FAQ7-109,Pouvons-nous résoudre l'intégralité des énigmes en étant malentendant ou sourd ?,"Bien sûr, tout à fait."
110,FAQ7-110,Est-ce que la grappe est en France?,Oui. Mais elle vous invite à trouver autre chose et cet autre chose n'est pas forcément en France. Notamment lié au “O” de l'énigme.
