,,Question,Réponse
18,FAQ13-18,A-t-elle déjà été citée par un joueur ? [ndr : la pièce],"Sur Discord, je ne sais pas. Par contre, parmi les pièces qu'on m'a fourni dans les sondages sur les avancées des joueurs ou dans des cheminements que j'ai pu recevoir, non, je n'ai pas vu passer la bonne pièce encore."
19,FAQ13-19,La chambre cachée est-elle proche du lieu familier ?,"Là-dessus, je préfère ne pas répondre."
20,FAQ13-20,Tout élément ou expression de langage propre à la vulcanologie doit-il être proscrit pour aboutir dans notre recherche ?,"Je ne pourrais pas invalider ou valider cette piste, donc je ne réponds pas."
21,FAQ13-21,"Dans le cadre de l'Élixir, est-ce que céder à la tentation peut s'avérer utile pour avancer vers la zone finale ?","Non, il ne faut pas céder à la tentation."
22,FAQ13-22,"L'allié précieux et le chercheur que je suis devons chacun faire notre part du chemin pour se rejoindre. Est-ce à dire, d'une certaine manière, que les contraires s'attirent ?","Oui, le chercheur et l'allié précieux vont faire leur part du chemin. Ça c'est très bien vu. Par contre, à ce moment du jeu, vous n'êtes pas des contraires, vous êtes même a priori dans le même camp, avec les mêmes peurs et le même objectif."
23,FAQ13-23,"1 - Les trois entités sont-elles porteuses, vectrices de valeurs différentes mais de même nature ? 2 - Si oui, cela crée-t-il un lien de cause à effet, d'identification ou de dépendance avec la Trinité ?","1 - Si c'est pour l'énigme deux, oui. 2 - Pour la Trinité, ça je vous laisse trouver de quoi il peut en retourner. Je pourrais pas vous répondre précisément."
24,FAQ13-24,La plume et l'encrier sont censés représenter une personne. En est-il de même pour le rapporteur ou la boule de cristal ?,Non.
25,FAQ13-25,Ils ne sont pas nombreux à tomber à l'endroit du mal jumeau. Pas nombreux en comptant toujours femmes et enfants ? Et qu'entendez-vous par “pas nombreux” ?,"Ils étaient presque seuls. Et en tout cas, il n'y avait ni femme ni enfant."
26,FAQ13-26,L'alignement célèbre dont vous nous avez parlé est-il plus d'ordre astral ou terrestre ?,C'est un alignement de lieux terrestres.
27,FAQ13-27,La pierre d'attente a-t-elle été utilisée plus une fois ou était-elle exclusivement réservée à une seule personne ?,"Non, elle n'était pas réservée à une seule personne. Elle a été utilisée à de maintes reprises."
28,FAQ13-28,"A l’énigme deux, vous a dit qu'il y a des points à placer sur une carte plutôt que des tracés. Pour positionner ces points, faut-il faire un calcul, réaliser un tracé pour les positionner ou juste des recherches sur les entités suffisent pour savoir où elles se trouvent ?
","Non, vous n'avez pas besoin de calculs, ni même de tracés. Vous avez uniquement besoin de faire des recherches."
29,FAQ13-29,Plutôt gros saints ou petits saints dans cette chasse ?,"Pourquoi se limiter ? Forcément dans cette chasse, il y a à la fois des saints connus et des moins connus. Donc il n'y a pas de discrimination qui a été faite à ce niveau."
30,FAQ13-30,Être très pointilleux et ne rien laisser passer à travers du tamis de la logique peut-il m'aider dans la chasse ou dois-je plutôt faire preuve de souplesse d'esprit et user d'imaginaire ?,"Je dirais que sur une large partie du jeu, être rigoureux et pointilleux vous aidera grandement. Mais il faut être prêt au moment important à s'abandonner à votre imaginaire et à l'association d'idées."
31,FAQ13-31,Une personne qui joue à la version du jeu anglophone pourrait-elle utiliser les indices et coups de pouce donnés en français ?,"Oui, au moins pour les trois coups de pouce. S'agissant de l'indice poétique, on sera peut-être un peu plus illisible pour un anglophone. Mais si cette personne traduit correctement, il n'y aura pas de souci."
32,FAQ13-32,Un carré magique pourrait-il nous aider ?,"Là-dessus, je ne pourrais pas vous répondre."
33,FAQ13-33,"L'énigme une nous sert-elle plusieurs fois dans l’énigme entière du Comte ? Les petites illustrations à la place des lettres, l'écriture de l'énigme une en décalé. ","Oui, tout à fait. Et le décalage en l'occurrence que vous mentionnez a son importance."
34,FAQ13-34,"D'après mes recherches, le mot “heur” sans “e”, première ligne du poème, signifie chance, bonheur en ancien français. Par conséquent, est-une erreur de votre part ? Est-ce volontaire ? Ou est-ce moi qui me trompe ?","En effet, ça peut signifier chance et bonheur. Il me semblait que ça pouvait être aussi une ancienne forme écrite de “heure”. Mais si ce n'est pas le cas, autant pour moi. C'est ce deuxième sens qui était recherché dans le poème. Et qui est traduit d'ailleurs par “time” dans la version anglophone."
35,FAQ13-35,Nous avons souvent traité le côté universel des solutions possibles par rapport à la charade de l’énigme quatre. Faut-il résonner de la même façon pour la résolution de la phrase en latin dans l’échiquier ?,Oui. 
36,FAQ13-36,"Concernant l’eau qui peut être près du trésor, est-elle de bonne qualité ? Non polluée ?","C'est une bonne question. Je n'ai pas particulièrement regardé l'état de l'eau, mais elle n'avait pas l'air ni polluée, ni particulièrement pure. Voilà ce que je pourrais vous dire. En y retournant, je pourrais vous dire plus précisément."
37,FAQ13-37,Les énigmes évoquent souvent le mal. Parle-t-on toujours du même mal ou peut-il être différent suivant les époques évoquées ?,"Non, mais ce n'est pas vraiment question d'époque."
38,FAQ13-38,Cette lutte contre le mal est-elle un point majeur pour atteindre l'immortalité ?,Oui.
39,FAQ13-39,La libération [ndr : du mal] est-elle concrète au point de se voir par d'autres que soi-même ?,Oui.
40,FAQ13-40,"Si j'utilise du lithium, suis-je un bon apprenti alchimiste ou apothicaire des temps modernes ?","Ça ne me parle pas spécifiquement, donc je vous suggérerais plutôt de changer de recette. Ça me semble mal parti."
41,FAQ13-41,Est-il normal qu'il manque une branche au soleil noir de l’illustration trois ?,Alors il y a onze rayons et non douze. C’est tout ce que je pourrais vous dire à ce sujet là.
42,FAQ13-42,"Si je n'ai ni résolu l'échiquier, ni la charade, ni trouvé le fil rouge, ni les cendres à relier, puis-je quand même trouver directement la pièce de monnaie ?","Sans le fil rouge, non, je ne crois pas. Mais vous n'avez pas besoin du reste."
43,FAQ13-43,"Vous avez donné, sauf erreur de ma part, dans les FAQs précédentes les deux informations suivantes : 1/ Le personnage récupère l'épée dans le visuel quatre, il ne la possédait pas avant. 2/ On ne trouve pas l'épée dans la chambre cachée. Il est donc logique de déduire que la chambre cachée n'est pas le visuel quatre. Êtes-vous d'accord ?","Oui, je suis d'accord."
44,FAQ13-44,En suivant le dernier cavalier serais-je obligé de marcher sur une montagne de cadavres ?,"Oui, en quelque sorte. Oui."
45,FAQ13-45,Vous avez dit que le lierre poussait de haut en bas. Imaginons que je plante le lierre dans un vase. Imaginons ensuite que je fasse tomber le vase qui se retrouve en position horizontale. Considérez-vous que le lierre pousse toujours de bas en haut ?,"En effet, il pousse de bas en haut, pas de haut en bas. Donc vous n'aurez ni besoin de vase, ni de changer la direction dans laquelle pousse le lierre."
46,FAQ13-46,"Je reprends cette question qui avait été posée quatre mois après le début de la chasse. Vous n'aviez pas voulu y répondre. Le temps s'enfuit, le pouvez-vous cette fois ? À travers un jeu de piste, la chasse, nous rencontrons deux autres jeux visibles les échecs et le pharaon. Se pourrait-il que tous ces jeux dissimulent ou fassent en fait partie d'un jeu invisible qui se révélera à nous à un moment donné ?","Ce sera sans doute un jeu plus sérieux puisque aux échecs on s'affronte, mais il n’y a pas mort d'homme. Tandis qu'à la fin, le combat est pour de vrai."
47,FAQ13-47,Le X des runes est-il le même que ceux de l'énigme trois ?,"Non, ce n'est pas le même."
48,FAQ13-48,"Proche de la pierre d'attente, est-ce un hasard si en hauteur on voit de nouveau les grappes de raisin ?","Je ne pense pas que vous voyez les grappes de raisins, mais vous voyez en tout cas des grappes de raisin qui ne seront pas les mêmes. Mais tout à fait."
49,FAQ13-49,Tous les vers du poème sont-ils bien des alexandrins ?,C’est une très bonne question. La réponse est oui. Sauf une exception pour laquelle je n'avais pas l'option de faire autrement.
50,FAQ13-50,"En dehors du fait d'être trois canards navigateurs, Riri, Fifi et Loulou ont-ils un autre lien plus spécifique ?","Oui, ils ont beaucoup en commun en effet."
51,FAQ13-51,Vous connaissez sûrement l'adage suivant “Qui veut voyager loin ménage sa monture”. Que pensez-vous de cette version élixirienne “Qui veut voyager haut ménage de sa fidèle monture” ?,Je trouve que c'est une très bonne version et je la valide entièrement.
52,FAQ13-52,"Connaissez-vous cette comptine : “Il était une fois, une marchande de foie, qui vendait du foie, dans la ville de Foix” et de la foi religieuse. Que faut-il en penser dans le cadre strict de l’Élixir ?","Je ne suis pas sûr d'avoir très bien compris votre question. Si votre question parle de présence de foi religieuse dans le cadre de l'Élixir, je dirais que c'est important du fait d'avoir la foi et de croire dans votre fil rouge jusqu'au bout pour faire une association d'idée qui sera pertinente. Et évidemment qu'il y a aussi de la religion qui est présente dans le jeu."
53,FAQ13-53,"Si le CSG devait exploiter une mine, serait-ce: a/ une mine de crayon, b/ une mine de sel, c/ une mine de rien, d/ une mine d'argent ?","Oh non, ce serait une mine d'or, évidemment. Je pense que ça serait le métal que le Comte exploiterait immédiatement. Ou du plomb."
54,FAQ13-54,"Au lieu de suivre le dernier cavalier, aurait-il pu être question de suivre le dernier chevalier ?","En anglais, c'est le même terme. Mais en français il me semblait plus judicieux de parler de cavalier car c'est le terme approprié."
55,FAQ13-55,Les initiales RC sur le visuel un nomment-elles ou définissent-elles la même chose de manière universelle ou bien de manière propre à chaque langue ?,Elles définissent la même chose de manière universelle.
56,FAQ13-56,Le personnage aurait-il pu aller au bout de sa quête si il n'avait pas rencontré son fidèle compagnon ?,La réponse est non.
57,FAQ13-57,3C64 me permet de directement désigner une ville. Est-ce un bon raccourci ?,"Je répondrais que non, ça ne permet pas de désigner une ville."
58,FAQ13-58,Est-ce que nos trois amis de l'énigme deux sont une confirmation de la grappe ?,"Non, pas vraiment."
59,FAQ13-59,"Je me perds un peu dans la chronologie. Par exemple dans les énigmes trois et quatre, je découvre le mal puis son jumeau sans livrer de combat. Pourtant à la fin de l’énigme quatre, on m'incite à regarder les hommes tomber alors qu'il n'y a aucun combat.","Alors vous n'êtes qu'observateur de la chasse pendant un long moment avant d’en devenir rapidement l'acteur principal. Et il n'y a pas de combat aux énigmes trois et quatre, donc c'est bien logique d'uniquement regarder le mal ainsi que le mal jumeau."
60,FAQ13-60,"Notre personnage apparaît en bonne place sur le visuel un, aurait-il des affinités particulières avec la grappe de raisins ?","Oui. De façon générale, le personnage est très proche des grappes de raisin dans toute leur diversité."
61,FAQ13-61,Peut-on extraire un point GPS de l'énigme trois Via ignis ?,"Vous ne tomberez pas sur un résultat GPS, mais comme il s'agit d'un lieu précis qui sert de solution, on peut tout à fait imaginer d'extraire un point GPS. Mais je ne suis pas certain que ça vous serve à grand chose pour la suite."
62,FAQ13-62,"Vous avez, me semble-t-il, dit que tout au long des énigmes, nous pouvions nous identifier au personnage. Dans ce cas, la conjugaison du verbe mourir “mouru de s'être vu monter plus haut que roi” ne peut s'employer que si nous nous situons dans un temps postérieur à la mort.",L'Ordre mourut. L'Ordre mourut de s'être vu monter plus haut que roi. Il ne s'agit pas de vous. Il ne s'agit pas non plus du personnage.
63,FAQ13-63,"Si la relique et l'autre trésor étaient des frères, seraient-ils jumeaux ou non ?",Si la relique et l’autre trésor étaient des frères ils seraient sans doute siamois. Pas jumeaux.
64,FAQ13-64,Est-ce que le nouvel ordre que nous trouvons dans l’énigme quatre peut nous aider à passer un niveau dans le parchemin ?,"Oui, il vous aide clairement pour la suite."
65,FAQ13-65,"J’hésite à ranger ma carte céleste à la fin de l'énigme six, me conseilleriez-vous de la garder sous le coude jusqu'à la fin du jeu ?","Non, vous n'aurez pas besoin de carte céleste, même si le ciel ne sera cependant pas très loin."
66,FAQ13-66,"Y a-t-il plusieurs grappes de raisins à trouver dans la chasse ? Et si oui, ont-elles un point commun avec celles de l’indice ?","Il y a beaucoup de zones viticoles qui pourront émailler votre parcours, puisqu'en effet, le vin est un élément central de la chasse."
67,FAQ13-67,Faut-il utiliser le code sémaphore dans la chasse ?,"Ça, je pourrais pas vous répondre en clair sur les cryptos à utiliser."
68,FAQ13-68,"Pour vous, les fanions utiles au code sont blanc et rouge ou jaune et rouge ?","De mémoire, c'est jaune et rouge pour le code sémaphore."
69,FAQ13-69,Est-ce qu'il faut nous déplacer pour chercher des indices avant de trouver l'emplacement final du trésor ?,"Non, vous n'aurez pas besoin de vous déplacer physiquement."
70,FAQ13-70,Les cendres sont là où est le mal jumeau. Comment relier les cendres si elles sont au même endroit ? Faut-il relier les cendres à l'endroit où les hommes tombent ? Y a-t-il que dans l'énigme quatre qu'il faille trouver des cendres ?,"Les cendres ne sont pas au même endroit. Vous avez les cendres du mal. Les cendres du mal jumeau. Et sur ces deux lieux, des hommes sont tombés. Et ce que vous demande le parchemin c'est de relier ces deux lieux: le mal, le mal jumeau, les cendres.
"
71,FAQ13-71,"Riri, Fifi et Loulou peuvent-ils tous se saluer entre eux sans se gêner mutuellement ?","Toujours dans l'énigme deux, j'imagine. La réponse est oui."
72,FAQ13-72,Peut-on placer les points de l'énigme deux sans avoir résolu d'autres énigmes ?,"Oui, tout à fait. "
73,FAQ13-73,Le placement des points de l'énigme deux est-il évident pour vous ?,"Pour moi oui puisque c'est moi qui ai écrit les énigmes. Mais un des trois est sans doute plus difficile que les deux autres. Mis à part cela, les points sont assez facilement trouvables. Ça reste le début du jeu."
74,FAQ13-74,Le placement des points de l'énigme deux est-il pour vous une continuité de la découverte de la grappe.,"Non, même si évidemment il y a un lien."
75,FAQ13-75,"Les hommes qui tombent sur le lieu du mal jumeau tombent-ils réellement ou est-ce une métaphore ? Et sur ce même lieu, y a-t-il aussi des femmes et des enfants qui tombent ou juste des hommes ?","Sur le mal jumeau il n'y a que des hommes. Un bon synonyme de tomber serait trépasser, mourir."
76,FAQ13-76,"Le lieu du mal est-il défini par: 1/ Une représentation du mal ? Statue ou tableau représentant le diable. 2/ Son nom ? Vallée de l'enfer, fontaine du diable. 3/ Par ce qu'il s'est passé sur ce lieu ? Meurtres, Génocides.",Je vous répondrais numéro trois.
77,FAQ13-77,"Dans l’énigme quatre, l'autre trésor est-il strictement de même nature que la première relique que nous avons trouvée suite à la résolution de la charade ?",Je ne pourrais pas répondre à cette question.
78,FAQ13-78,"Lorsque tout brûle en ce noir monde, sommes-nous guidés vers un temps, une famille et une région précise ?","Vous êtes guidé au moins vers un temps, un lieu. Oui, tout à fait."
79,FAQ13-79,La notion d'ordre peut-elle nous aider à faire face au mal ou tout du moins nous en protéger ?,La réponse est oui.
80,FAQ13-80,Nous conseilleriez-vous de nous intéresser aux psaumes et à leur numérotation ?,Je ne pourrais pas répondre. Ça me semble un peu trop précis.
81,FAQ13-81,Pouvez-vous nous confirmer que notre personnage est bien vivant lorsque les hommes tombent ?,Oui.
82,FAQ13-82,L'homme qui s'est vu monter plus haut que roi est-il sur le lieu du mal jumeau ? Est-il victime du mal jumeau ?,Il s'agit de l'ordre qui s'est vu monter plus haut que Roi. Et je ne pourrais pas vous répondre s'agissant de la victime du mal jumeau.
83,FAQ13-83,J'ai un peu de mal à comprendre le mal jumeau de l'énigme quatre est-il un jumeau du mal de l'énigme trois ou bien un autre mal qui a un jumeau avec lui ?,C’est un jumeau du mal de l'énigme trois.
84,FAQ13-84,Est-ce vous qui nous léguez ces 1776 pièces ?,Non. Et la façon dont vous entrez en possession de ces pièces n'a pas d'importance.
85,FAQ13-85,"En dehors de l'utilité de savoir remplacer un fusible quand on l’a pété, est-ce bien d'avoir quelques connaissances en électricité ?","Je ne crois pas, non."
86,FAQ13-86,L'arbre est-il un orme ?,Ce n'est pas utile de connaître l'espèce de l'arbre.
87,FAQ13-87,Les réflexions d'un célèbre philosophe allemand peuvent-elles nous aider à mieux comprendre le rapport au temps du Comte de Saint-Germain ?,"Je pense que la notion d'éternel retour dans un sens non athée peut avoir du sens dans l'Élixir. Mais sinon pas sûr de voir à quoi ou à qui vous faites allusion. Donc, sauf si vous avez un concept ou un philosophe en particulier que je pourrais commenter. Mais sinon je préfère ne pas trop répondre."
88,FAQ13-88,Le sépulcre d’Azur a-t-il fait l’objet d’une polémique ces dernières années ?,"Je ne sais pas. Je n'ai pas regardé l'actualité, mais je ne pense pas."
89,FAQ13-89,"Vous avez laissé entendre que la Trinité pouvait faire référence à plusieurs trinités avec un point commun, historique, géographique et métaphysique. Ce point commun s'applique à tous les éléments des sous trinités ou chaque sous trinité est en quelque sorte spécialisée dans un domaine ?","Chaque sous trinité est, entre guillemets, spécialisée, je ne sais pas si c'est le bon terme, en tout cas prend toute sa dimension et son essence par rapport aux deux autres."
90,FAQ13-90,"A votre corps défendant, le dernier cavalier en rouge a-t-il un lien avec Napoléon ?","J'adorerais. Ça serait fortuit. Oui, il peut y avoir un lien, en effet, mais un lien un peu grossier."
91,FAQ13-91,L'alignement préexistant dont vous avez parlé a-t-il été marqué par des constructions majeures relativement récentes ? Moins de 50 ans ?,"Non, du tout. C'est un très très vieil alignement."
92,FAQ13-92,"Nous avons appris dans les dernières FAQs que nos chevaliers sont élégants, polis et armés. Mais sont-ils gradés ?",Ils ont le grade de chevalier. C'est ainsi qu'on les nomme.
93,FAQ13-93,Vous avez dit qu'il existe un alignement célèbre dont la chasse s'inspire grandement. Cet alignement est-il d'ordre spirituel ou/et géographique ?,"C'est un alignement terrestre, géographique donc. Mais il a évidemment une signification et une interprétation un peu plus spirituelle."
94,FAQ13-94,"Pour finir, je suis pharmacienne et mes parents tiennent un restaurant. Je voudrais inviter nos canards navigateurs. Mais je ne sais pas ce qui leur ferait plaisir. Sont-ils plutôt médocs ou bœuf bourguignon ?",Je ne pourrais pas dévoiler leurs préférences culinaires puisque on est sur un continent extrêmement riche et très régionalisé. Mais ils sont tout de même très très bien lotis.
95,FAQ13-95,"Au sujet de la pièce, il existe plusieurs exemplaires de pièces différentes ayant traversé les siècles qui ont un poids différent.  Par exemple, prenons le thaler bourguignon, il en existe plusieurs de poids différents suivant les sites numismatiques. Est-il donc possible de trouver la pièce de manière très très précise grâce au parchemin ?","Quand vous avez trouvé la pièce, il faut évidemment prendre le poids et la conversion officielle qui était en vigueur au moment où la pièce était en circulation. Et il n'y aura pas 15 000 options possibles. Et oui, vous trouvez la pièce grâce au jeu bien évidemment."
96,FAQ13-96,"Est-ce que le mot ""coteau"" vous évoque-t-il quelque chose ?","Sur une chasse sur le vin, oui, tout à fait."
97,FAQ13-97,Est-ce que des coquelicots en forme de croix vous évoquent quelque chose ?,Non. Peut-être davantage si ça avait été une autre fleur.
98,FAQ13-98,"Dans le cadre de la chasse, le mal de l’énigme trois dans son concept, concerne statistiquement davantage les adultes que les enfants de dix ans. Êtes-vous d'accord avec cette affirmation ?","Oui, je suis tout à fait d'accord avec cette affirmation."
99,FAQ13-99,Le 9 juillet prochain sera peut-être une date importante pour l'équipe de France. A-t-elle un lien avec l’Élixir d’Or ?,Le 9 juillet pas tant que ça. Plutôt le 4.
100,FAQ13-100,"Bien que trouver l'emplacement du trésor soit possible depuis son canapé, la visite d'un monument historique en France pourrait-elle nous aider dans la résolution de l’Élixir d’Or ?","Si vous ne le connaissez pas, oui. Vous ne pourriez pas en effet le deviner. Mais il est suffisamment connu pour que je ne m'inquiète pas à ce niveau là."
101,FAQ13-101,"Si je me réveille dans le désert, à votre avis, j'ai un peu trop picolé la veille ou c'est pas anormal ?","Tant que vous rentrez en France au bon moment, pourquoi pas. Je ne vais pas invalider des biotopes ou les écosystèmes. Donc vous pouvez aller à peu près où vous voulez à partir du moment où vous revenez à la maison."
102,FAQ13-102,"Comme vous avez creusé de nuit, pouvons-nous exclure d'office les domaines forestiers fermés la nuit avec des portails, même s'il s'agit de forêts publiques ?","Je n'ai escaladé aucun mur, je n'ai franchi aucun portail pour aller enterrer le coffre. Je ne suis pas garde champêtre donc je n'aurais eu les clés de domaines forestiers si ça avait été le cas. Donc oui, vous pouvez exclure a priori toutes les zones fermées, qu'elles soient privées ou publiques."
103,FAQ13-103,"Sur la zone finale, ma pelle risque-t-elle de se prendre un râteau ?","Alors si la question c’est de savoir si ça peut être dans un champ, je ferais la même réponse: c’est sur le domaine public. A partir de là, ça peut être n'importe où sur le domaine public."
104,FAQ13-104,"Concrètement, et en mettant de côté les croyances de chacun le Sépulcre d'Azur a-t-il déjà reçu en son sein une personne décédée ?","Oui, et le coffre en est en quelque sorte le symbole."
105,FAQ13-105,"Il faut terminer avec de l'eau, mais l'une des tartes suivantes serait-elle adaptée à une collation improvisée : abricot-fraise, banane-chocolat, cerise-poire ou orange-pomme ?","Instinctivement, je ne saurais pas comment répondre à cette question. Donc je vais passer."
106,FAQ13-106,"De par son utilité dans le monde réel, le Sépulcre d'Azur peut-il nous rappeler la pierre d'attente ?","Oui, de loin. Ça reste très différent."
107,FAQ13-107,"Dans l’énigme trois, on nous demande de voir le mal avant de l'affronter. Imaginons que je zoome sur le périmètre du dernier cercle et que je demande à quelqu'un de mon entourage ce qu'il voit. Pourrait-il me désigner le mal sans difficulté ? Hors contexte de l'Élixir d’Or.","Si c'est une personne dotée d'une certaine culture, on va dire historique par exemple, sans doute aura-t-elle une bonne intuition. Mais le contexte de l'Élixir transforme cette bonne intuition en certitude. Donc, dans le contexte de l'Élixir d’Or, vous ne devez pas douter dès que vous avez trouvé le mal."
108,FAQ13-108,"Énigme trois, j'ai misé sur le bon cheval et tracé le dernier cercle avec le bon rayon. J'ai zoomé sur le périmètre au bon endroit. Ce que je vois nécessite-t-il encore une petite recherche pour bien identifier le mal ?","Le lieu est imposant et visible du ciel, donc vous n'aurez pas besoin de même trop zoomer ou de poursuivre vos recherches une fois que vous êtes tombé dessus."
109,FAQ13-109,Un carat d’once d’or. Est-ce une erreur faite exprès ou il ne faut pas en [tenir] compte ?,Il n'y a pas d’erreur. Il y a un calcul à effectuer à partir cette phrase. C'est à vous de trouver comment poser le calcul.
110,FAQ13-110,Est-ce que relier les cendres entre-elles nous sert de base pour relier un ou plusieurs autres points par la suite ?,"Les instructions de tracés sont très clairement énoncées dans le parchemin. Et donc s'il y a des liens avec des tracés, des points précédents, ça vous sera notifié.
"
111,FAQ13-111,Est-ce que le crâne de l'illustration quatre est celui d'une femme ? Ou ça n'a pas d'importance ?,Ça n'a d'importance.
112,FAQ13-112,"Au final, une pierre très légère peut-elle être un indice ?","Non, je ne crois pas."
113,FAQ13-113,[On] ne croise pas notre allié précieux avant l'énigme six. Mais le croise-t-on plusieurs fois par la suite ?,"Ça je ne pourrais pas vous dire. L'allié précieux c'est à vous de le trouver. C’est l’un des plus beaux éléments que vous allez trouver. Vous serez content de l'avoir trouvé. Et par contre, il ne vous sera utile qu'une seule fois mais à un moment crucial."
114,FAQ13-114,"Dans une précédente FAQ, vous répondez ""Il va être tout comme par la première relique, guidé par la seconde relique et par l'autre trésor."", ""L’alignement est relique, autre trésor, mal jumeau. Comme ça c'est clair."". Autre réponse: ""mécaniquement, en effet, si vous voyez le mal jumeau par l’autre trésor depuis la relique, je vous laisse faire les conclusions qui s'imposent"". Mes conclusions sont donc que autre trésor et seconde relique sont la même chose. Vous confirmez ?","Je ne pourrais pas vous confirmer. Mais je pense que, en effet, vous avez bien extrait tout ce qu'il fallait pour bien avancer sur cette énigme. Donc ayez confiance dans votre piste et avancez à partir de là."
115,FAQ13-115,Pour préciser le nombre de syllabes du poème évoqué plus tôt. Pourquoi avez-vous dû déroger à la règle des alexandrins ?,"Si je pouvais vous le dire, je vous l'aurais dit. Mais évidemment, je ne pourrais pas trop vous en dire là-dessus."
116,FAQ13-116,"Aussi doit-on prononcer le “s” de armes dans “Escriez, armes au corps” ?",Ça ne comptera pas comme une syllabe en plus.
117,FAQ13-117,"À choisir entre Ramona et Amon-Ra, qui nous conseillez-vous?",Je vous conseille plutôt Amon-Ra.
