,,Question,Réponse
17,FAQ10-17,Les items de la charade de l'énigme quatre auraient-ils pu être présentés dans un ordre légèrement différent? Dans n'importe quel ordre?,Ils auraient pu être présentés dans un ordre légèrement différent. Mais pas dans n'importe lequel.
18,FAQ10-18,L'intro du testament nous aide-t-elle a confirmer le lieu familier?,"Je ne pense pas, non. Le lieu familier se trouve vraiment à l'énigme cinq."
19,FAQ10-19,Sous Saint-Estèphe signifie-t-il au sud de la ville de Saint-Estèphe et donc un endroit qui n'en fait pas partie?,"Oui, tout à fait. Il s'agit d'un positionnement, soit au sud de la ville, soit au sud par rapport à la ville."
20,FAQ10-20,"""En hauteur tu verras la grappe..."", peut-on dire en longueur aussi? Dans le sens où elle ressemblerait à celle du logo de l’Élixir d’Or?","Oui, on peut également dire en longueur s'agissant de la grappe. Tout à fait."
21,FAQ10-21,L'énigme trois comporte-t-elle des calculs?,"Oui, tout à fait"
22,FAQ10-22,"Dans l’énigme cinq, nous devons dépenser nos pièces pour nous déplacer entre mon premier ou mon deuxième et le lieu familier, ou alors entre un lieu trouvé dans une énigme précédente et le lieu familier ou autre?","Vous devez dépenser vos pièces depuis l'un ou l'autre des deux premiers lieux que vous avez trouvé. Et vous allez dépenser la même somme qui équivaut à l'intégralité de la somme si vous voulez. Seulement, je vous ai donné deux lieux pour que vous puissiez plus facilement trouver le point final."
23,FAQ10-23,"A l'époque le mal et le mal jumeau représentaient le mal entre guillemets. Sommes-nous dans le vrai si l'on dit qu'aujourd'hui, en France, ce n'est plus le cas?","Je pense que pour une grande partie des Français, le mal de l'époque serait encore considéré comme mal aujourd'hui."
24,FAQ10-24,"Pour reprendre la fable des trois petits canards cuistots et le navire précédemment évoqué lors de la dernière FAQ: Nos trois petits canards sortent du navire et doivent traverser la ville pour venir me rejoindre, boire un verre au bar. Les canards se sont séparés et ont emprunté un chemin différent pour venir. Pour bien comprendre leur parcours, je dois les superposer ou les lier?","Vous ne devez ni les superposer, pour moi, ni les lier. Vous devez simplement calculer la distance que chacun a parcouru de son côté. C'est assez simple de trouver en fonction de la même distance que vous avez l'endroit précis du bar."
25,FAQ10-25,"Dans la phrase en rouge “Suis le dernier cavalier”, quelle est la nature du cavalier? Est-il cavalier parce qu'il monte à cheval ou parce qu'il fait un geste propre au chevalier? Le cavalier, entre guillemets, auquel je pense n'est que très peu représenté à cheval. Plutôt oui, ou plutôt non?","Le cavalier est un cavalier parce qu'il monte à cheval. Ce n'est pas la seule raison et il est principalement représenté comme tel, comme une personne qui chevauche un cheval."
26,FAQ10-26,Est-ce que le cheval ailé du visuel numéro six aurait pu être représenté différemment? Comme par exemple un dragon?,"Il n'aurait certainement pas pu être représenté comme un dragon. Par contre, il aurait pu être représenté légèrement différemment. Il aurait certainement gardé la même couleur, mais l'artiste a pris quelques libertés aussi sur la représentation de ce cheval."
27,FAQ10-27,"Le grand œuvre est d'affronter le mal de dos et de changer le plomb du cantal en or, non?","Ecoutez, c'est tout le malheur que je peux ne pas vous souhaiter. Donc j'espère que le grand œuvre ne sera pas trop compliqué pour vous. En tout cas, il est évidemment partie intégrante de la chasse."
28,FAQ10-28,Six pieds sur notre terre c'est plutôt carré comme mesure? Êtes-vous d'accord?,Je dirais que c'est une mesure qui est précise. Je ne dirais pas forcément qu'elle est carrée.
29,FAQ10-29,Est-ce que des gens ont déjà fait une demande de validation de lieu par Internet?,"Oui, de très, très, très, très nombreux."
30,FAQ10-30,Les chiffres rouges pourraient-ils être la confirmation d'une observation sur l'un des visuels?,Oui ça pourrait. Je ne pourrais pas en dire plus là-dessus.
31,FAQ10-31,Vais-je trop loin si je cherche une femme ayant allaité un proche de Jésus Christ?,"De façon générale, vous pouvez aller extrêmement loin, puisque la chasse de l'Élixir d’Or peut partir extrêmement loin. Ne serait-ce que par le choix du personnage central qu'est le Comte de Saint-Germain, qui est déjà, je trouve, un élément assez fort de positionnement du jeu. Donc je vous conseille de ne pas vous censurer dans vos recherches."
32,FAQ10-32,"Pour l’énigme cinq, doit-on obligatoirement passer par un calcul pour trouver la pièce?","Non, vous ne trouvez pas la pièce grâce à un calcul."
33,FAQ10-33,"Pour la charade, si je vous dis que les chiffres 1543 et 1938 sont des évangiles de saint Marc et saint Jean, suis-je dans le vrai?","Là-dessus, j'ai déjà répondu que je ne pouvais pas apporter trop de précisions à ce sujet. C’est à vous d’interpréter ces chiffres."
34,FAQ10-34,"Pour la phrase en latin de l’énigme trois, dois-je me rapprocher d'Abraham?",La réponse est non.
35,FAQ10-35,"Sur l'illustration deux, le personnage barbu voit-il son adversaire sous forme humaine?",Non.
36,FAQ10-36,"Sur le visuel un, les positions relatives de l'arbre et des pieds de vigne sont-elles importantes?",Non.
37,FAQ10-37,La cache du trésor pourrait-elle être confirmée par le nom d'un pape?,Non.
38,FAQ10-38,"Les quatre ceps de vigne, auraient-ils [pu être alignés comme un rang de vigne?]","Oui, ça aurait été possible."
39,FAQ10-39,"Lorsque nous changeons d'échelle, devons-nous nous procurer une carte payante?","Non, pas du tout. Vous pouvez tout faire depuis Maps."
40,FAQ10-40,Le personnage barbu est-il européen?,Je ne peux pas répondre à cette question.
41,FAQ10-41,L'échiquier a-t-il servi à la construction d'un lieu ou d'une ville?,Non.
42,FAQ10-42,L'aigle présent à droite de la montagne en feu est-il la résultante d'une des transformations de notre personnage principal à travers son chemin initiatique?,Non.
43,FAQ10-43,"Pouvez-vous préciser ce que représente la forme grise sur le dos du personnage, juste derrière sa capuche, sur le cheval ailé?",Vous me parlez de son capuchon? Il a un capuchon noir avec un liseré doré.
44,FAQ10-44,La charade de l’énigme quatre comporte six éléments hormis les dates et un tout. Dois-je trouver étonnant qu’il y ait six illustrations pour six éléments de la charade?,Il y a en effet six illustrations. Il y a six énigmes écrites. Il y a six strophes au poème. Il y a six chiffres romains. Il y a six items de la charade. Donc je ne trahi aucun secret en vous disant que le chiffre six a son importance à un moment donné. Voilà ce que je pourrais vous dire.
45,FAQ10-45,Chaque élément de la charade est-il présent dans les visuels?,Pas forcément.
46,FAQ10-46,"""D'un terroir argileux"",doit-on comprendre que notre premier n'est pas présent sur une terre de nature argileuse mais que le cépage en question ait ses premières cultures sur celui-ci?","Le terroir, pour moi, c'est un ensemble de terres dans une région donnée. Donc cette terre, cette région, est plutôt de nature argileuse."
47,FAQ10-47,"Si je viens à trouver une date dans les visuels, dois-je considérer que l'ensemble du visuel se déroule à cette date? Par exemple si le visuel un se déroule en 800, est-ce que RC doit-être présent en 800? L'arbre également? Le sablier ou clepsydre aussi? D'ailleurs, est-ce que chaque visuel permet de déterminer une date à partir d'éléments de ce même visuel?","Il ne s'agit pas forcément de dates. Mais ce qui est certain, c'est que chaque visuel doit vous permettre quand même un positionnement dans le temps et dans l'espace. Et il doit également vous permettre de positionner ce visuel par rapport aux cinq autres."
48,FAQ10-48,"Est-ce que l'on peut dire, selon certaines doctrines, que notre personnage est en nous tous?","Oui, vous pourriez le dire."
49,FAQ10-49,"Je n'ai pas les énigmes, uniquement les visuels. Suis-je capable d'identifier le personnage barbu?",Ça me paraîtrait assez compliqué. Je ne pense pas.
50,FAQ10-50,"“Arme toi de ta force d'âme”, dois-je comprendre que c'est à ce moment là que je me sers de ma première relique?","Non, la relique n'est pas votre force d'âme. La force d'âme va être beaucoup plus importante qu'une relique. Elle va même constituer, en quelque sorte, vos choix dans le jeu et ce que vous comprenez du coup du concept d'âme dans le jeu."
51,FAQ10-51,"Vous utilisez dans les énigmes deux fois “au Nord”, énigme cinq et énigme six. Celui de l’énigme cinq aurait-il pu être remplacé par un nom propre, comme un personnage ou un lieu géographique?",Je ne vois pas comment j'aurais pu remplacer le Nord par un nom propre. J’aurais pu utiliser un synonyme de Nord. Ou bien le septentrion. J'aurais pu dire boréales. Mais je n'aurais pas utilisé un nom propre.
52,FAQ10-52,Les runes nécessitent-elles un décryptage précis de leur signification? Ou sont-elles plutôt là pour la symbolique? Et auraient-elles pu être différentes de celles présentes sur l'illustration avec un ordre différent?,"Ces questions sont trop précises sur un élément assez présent dans l'illustration, donc je ne veux pas pouvoir y répondre."
53,FAQ10-53,"“Au Nord du cachemire, du fer et du jade”, cette phrase n'a pas de verbe, est-ce volontaire? Si vous aviez voulu un mettre un, lequel auriez-vous choisi?","En effet, il n'y a pas besoin de mettre de verbe. Et si j'avais voulu en mettre un, je ne sais pas, j'aurais pu dire “Au Nord, vous trouverez dans cet ordre du cachemire, du fer puis du jade"", par exemple."
54,FAQ10-54,Dans la dernière FAQ vous dites que la grappe est hydratée quasiment tous les jours. L’est-elle de manière naturelle ou parce que l'homme s'occupe de la grappe régulièrement?,"Je vous le confirme. Elle l'est de manière naturelle. Et quand elle ne l'est pas de manière naturelle, sans être expert en la matière, je pense que l'homme prend le relais et s'en occupe manuellement."
55,FAQ10-55,La barbe du personnage des illustrations est-elle naturelle ou est-ce un déguisement?,C'est une barbe naturelle.
56,FAQ10-56,Le mal et le mal jumeau ont-ils des coordonnées GPS?,"Je vous confirme en effet que le mal et le mal jumeaux sont des lieux extrêmement précis que vous pouvez situer sur Google Maps. Et qu'au delà d'être des points dont vous pouvez avoir des coordonnées GPS, c'est également des concepts qui ont un sens particulier dans la chasse."
57,FAQ10-57,"Si je trouve un endroit où sont réunis sur une cinquantaine de kilomètres carrés les éléments principaux des six illustrations, suis-je sur la bonne voie?","Je vous conseillerais de vous méfier de voies qui peuvent être un peu trop évidentes ou téléphonées. En tous cas, la chasse, je l'ai dit plusieurs fois, comporte des pièges. Et évidemment, il peut y avoir des chemins qui peuvent être très tentants malgré le fait qu'ils soient erronés.
"
58,FAQ10-58,Les chevaliers de l’énigme deux nous guident-ils en nous suggérant de suivre un tracé?,"Je pense que vous faites référence à un élément qui ne me semble pas en clair. Donc pour cette raison, je passerais."
59,FAQ10-59,"Sur les illustrations quatre et cinq, j'observe que la capuche de notre barbu ne possède pas de liseré doré...","Je confirme et je pense que c'est parce qu'on voit le personnage d'un peu plus loin [que] sur les autres visuels. Et donc l'artiste n'a pas fait ce niveau de détails. Mais si on avait pu voir le personnage de plus près, [il] posséderait toujours ce liseré jaune."
60,FAQ10-60,Est-ce que l'élément qui brille par son absence est comestible?,"Non, ce n'est pas comestible."
61,FAQ10-61,Les quatre ceps de vigne représentés sur le visuel un sont-ils les mêmes que ceux présents sur le visuel cinq?,"Non, ce ne sont pas les mêmes ceps."
62,FAQ10-62,Le lieu familier a-t-il vu passer beaucoup de rois?,C'est une très bonne question et la réponse est non.
63,FAQ10-63,"Dans mon esprit, pointer une direction avec une boussole perd vite de sa précision dès lors que la distance à mesurer grandit. Pour vous, quel serait l'ordre de grandeur de la distance maximale à respecter pour conserver toutes ses chances de ne pas rater la cache?","Tout à fait, je pense qu'au delà de quelques kilomètres si, par exemple, on vous a demandé de suivre un des quatre points cardinaux ou une des huit directions majeures, vous commencez à partir, vous pouvez commencer à un peu trop diverger."
64,FAQ10-64,Est-ce que je plante le lierre de la connaissance parce que celui-ci a été perdu par la civilisation qui le détenait autrefois?,"Il ne s'agit pas d'une civilisation. La culture qui possédait ce lierre de la connaissance est une culture trop récente pour être appelée civilisation. Et par contre, vous avez raison, on peut dire que c'est assez subjectif [mais], pour ma part, je pense que cette culture a perdu en partie ce lierre de la connaissance qu’elle avait pourtant planté initialement."
65,FAQ10-65,"Le personnage se débarrasse en quelque sorte de l'épée dans le visuel cinq. Est-ce a/ parce qu'il n'est pas digne de l'avoir? b/ Il a affronté le mal, il n'en a plus besoin?, c/ Par obligation pour pouvoir continuer sa quête?","a/ Parce qu'il n'est pas encore digne de l’avoir et qu’il ne peut pas, en quelque sorte, s'en servir."
66,FAQ10-66,Est-ce qu'il y a un tracé à faire sur l’énigme six?,"Oui, tout à fait. Il y a même plusieurs tracés à effectuer sur l’énigme six."
67,FAQ10-67,Est-ce que la chasse a été résolue par un testeur pour être sûr qu'elle soit résolue?,"Alors, là-dessus, il y a un accord de confidentialité, donc je peux vous confirmer en effet. Il [n’y] y a eu pas vraiment des tests, mais en tout cas, il y a eu des actions très resserrées avant le lancement et avant l'impression des parchemins pour s'assurer en effet que c'était bien soluble. Mais je ne pourrais pas en dire davantage."
68,FAQ10-68,Vous avez dit qu'il n'y a pas de mots anglais à trouver. Est-il utile de comprendre le sens en anglais de l’homographe d’un mot français?,"Non, pas nécessairement."
69,FAQ10-69,Le lierre de la connaissance aurait-il pu être utilisé par Pythagore?,Non. Pythagore était mort depuis longtemps.
70,FAQ10-70,La pièce utilisée est-elle contemporaine de la lieue?,"Je ne peux pas répondre, ça donnerait trop d'indices sur la pièce."
71,FAQ10-71,Le cheval de l'illustration six est carapaçonné de vert. Ça veut dire qu'il est le cheval vert de l'échiquier?,"Vous pouvez faire cette supposition. Je vous confirme, en effet, qu'il est vert et que c'est le même vert que la couleur présente sur le cavalier de l'échiquier en question."
72,FAQ10-72,Est-ce volontaire de ne pas voir l'épée dans le visuel du Faro ou est-elle invisible à notre œil mais présente pour autant?,Il n'y a pas d'épée si vous faites référence du coup au visuel numéro trois. Le personnage n'a pas d'épée.
73,FAQ10-73,"Peut-on penser que le visuel quatre représente une partie, une salle ou une pièce du bâtiment du visuel cinq?","On pourrait le penser. Après, je ne pourrais pas, c'est trop précis, confirmer ou infirmer cette hypothèse."
74,FAQ10-74,"Selon les régions, les pays, le personnage barbu aurait-il tendance à y être plus connu?",Je ne pourrais pas répondre à cette question. Ça donnerait trop d'indices sur le personnage.
75,FAQ10-75,Se pourrait-il qu'il change ce personnage? Qu’il soit plusieurs personnes suivant les époques ou suivant sa quête?,"Je répondrai que non. Il peut changer au cours de sa quête par contre. Il reste le même personnage, mais ce personnage est légèrement différent, même considérablement différent, pas physiquement mais mentalement."
76,FAQ10-76,"Selon vous, le visuel quatre est assez chargé. Précisément en a/ Indices et pistes fiables, b/ En fausses pistes, c/ Les deux, mais du coup c'est pas très sympa.","Je ne dirais pas que le visuel quatre est le plus vache à ce sujet. Le visuel quatre est extrêmement riche et il contient de nombreux éléments qui sont importants pour résoudre le jeu. Et évidemment, il comporte aussi un certain lot de fausses indications, de fausses pistes. Donc, en effet, il vaut mieux s'en méfier."
77,FAQ10-77,"Si je suis spectatrice de la partie d’échecs, suis-je en mesure d'identifier les deux protagonistes?",Vous êtes en mesure d'en identifier au moins un. Pas forcément les deux.
78,FAQ10-78,Les lettres en rouge dans l’indice un doivent-elles nous aiguiller sur l'utilité des lettres en rouge sur parchemin?,"En effet, c'est fort probable que ces lettres en rouge vous donnent une sorte de grille de lecture de comment interpréter le rouge dans le parchemin."
79,FAQ10-79,"Dans l’indice du 18 janvier, ""psalmodier"" nous conduit-il à un endroit précis autrefois isolé?","Non, ça ne vous conduit pas à un endroit précis. Il faut comprendre ""psalmodié"" comme ""récité"" ou comme ""un peu mal récité"", ""raconté"" mais comportant des erreurs. Mais en tout cas, il n'y a pas de sens religieux dans l'utilisation de ""psalmodier"" dans l'indice."
80,FAQ10-80,Notre personnage barbu vient chercher l'épée en visuel quatre. N'aurait-il pas pris un autre trésor dans cette salle?,"C'est une très bonne question. Et en effet, je vous encourage à vous demander ce qu’a fait le personnage dans cette salle. Et s'il a pu prendre l'épée ou autre chose. Du coup, je ne pourrais pas vous vous donner plus d'indications à ce sujet."
81,FAQ10-81,"Vous avez dit dans une FAQ que le personnage dans le visuel six n'a plus son bâton mais juste l'épée. Cependant, il a de nouveau son bâton au visuel cinq alors qu'il lâche son épée. Cela veut-il dire qu'après avoir été marcheur puis combattant, notre personnage redevient marcheur? Comment retrouve-t-il son bâton dans ce cas?","Dans le visuel six, le personnage ne touche plus terre vu qu'il n'a pas besoin d'être marcheur. Il est plutôt en posture de combattant à ce moment du récit. Donc il n'a pas besoin de ce bâton."
82,FAQ10-82,Le lieu représenté sur l'illustration quatre existe-t-il réellement et avons-nous un moyen de l'identifier?,Oui.
83,FAQ10-83,"Même s'il se trouve sur le domaine public et qu'il ne faut pas des capacités physiques hors normes pour le déterrer, faut-il franchit un obstacle pour accéder à l'emplacement du trésor type barrière, portails fermés, portes?","Non, il n'y a pas d'obstacle à franchir."
84,FAQ10-84,"Pouvons-nous supposer qu'affronter le mal est un combat avec soi-même, mais également contre le temps qui se décompose en trois étapes préparation, révélation et accomplissement?","Oui, c'est plutôt bien décrit. Mais ce n'est pas qu'un combat avec vous-même. Il y a un vrai combat, un vrai affrontement. Et une partie de la difficulté de l'énigme six réside dans votre capacité à localiser l'emplacement de cet affrontement final."
85,FAQ10-85,"Toute cette histoire, n'est-elle pas en fait une sorte de parcours initiatique qui se déroule parallèlement dans plusieurs domaines?",Je pense que vous pouvez l'interpréter de cette façon et je ne pourrais pas vous donner tort là-dessus.
86,FAQ10-86,"Bonsoir, se peut-il qu'un bouc cache une partie de la grappe?",Non.
87,FAQ10-87,Le titre de l'énigme une peut-il nous aider à trouver la grappe?,Non.
88,FAQ10-88,Peut-on voir la grappe sur MyMaps?,"Oui, vous pouvez voir la grappe sur MyMaps."
89,FAQ10-89,"Est-ce qu'elle a [ndr: la grappe] la forme d'une grappe? C'est-à-dire, est-ce que sa forme ressemble un minimum à celle d'un triangle?","Pour la majorité de la grappe, non. Mais pour, je dirais, la partie bonus de la grappe, vous pouvez vraiment voir une grappe. Même plusieurs grappes à un endroit très précis."
90,FAQ10-90,Le personnage barbu est-il familier de certains lieux du Comte de Saint-Germain?,"Oui, tout à fait."
91,FAQ10-91,"Y a-t-il des anagrammes? Et si oui, sont-elles forcément parfaites ou bien y a-t-il des lettres en reliquat?","Il y a des anagrammes dans le jeu. Je pourrais simplement dire que le jeu est traduit dans quatre langues. Donc si anagrammes il y a, forcément, à vous de voir dans quelle mesure ça aurait été possible de les traduire en plusieurs langues."
92,FAQ10-92,Des séances d'écriture automatique peuvent-elles être utiles pour laisser libre cours à notre subconscient?,Moi j'adore l'écriture automatique donc je ne pourrais que vous conseiller d’en faire par vous-même. Mais je ne pense pas que ça ait beaucoup d'utilité dans le cadre de l'Élixir d’Or.
93,FAQ10-93,Décomposer une forme de cadavre exquis peut-il nous aider?,"À l'inverse, faire un cadavre exquis peut être par contre extrêmement intéressant dans le contexte de l’Élixir d’Or."
94,FAQ10-94,Le mal jumeau est nettement plus moderne dans sa représentation?,"Le mal jumeau, aujourd'hui, je ne pense pas qu'on pourrait lui attribuer le qualificatif de moderne, non. C'est pas le qualificatif approprié."
95,FAQ10-95,Regarder en pèlerin représente plus une direction relativement large ou est-ce qu’il nous faut regarder à travers?,"Vous devez regarder à travers le lieu familier et le sens de pèlerin n'est pas que le sens d'une direction, même si, en effet, ça peut également être une direction."
96,FAQ10-96,Pouvons-nous intervertir les hommes et les cendres de l’énigme quatre et d'INRI sans que cela n'ait de conséquences? Le terme de cendres dans l’énigme 4 et INRI est-il à considérer au sens propre?,"Non, il ne s'agit pas des mêmes cendres. Et s'agissant des cendres ça a un sens assez morbide et primaire. Donc il va s'agir des restes d'êtres humains."
97,FAQ10-97,"Du cachemire, du fer et du jade font-ils référence à un engagement passé?","C'est une très bonne question. Et vous avez une remarque qui est très pertinente. Du coup, je vous dis bravo, mais je ne pourrais pas répondre à cette question."
98,FAQ10-98,Faut-il nécessairement avoir compris le fil rouge pour identifier nos premiers guides?,"Non, pas forcément, pas nécessairement à ce stade du jeu."
99,FAQ10-99,Plus ultra peut-il nous aider à porter notre regard au loin?,Non.
100,FAQ10-100,Quelle est votre énigme préférée et pourquoi?,C'est une bonne question. Je trouve que l'énigme que je préfère c’est la numéro six. Pourquoi? Parce que c'est une énigme qui est assez complète.
101,FAQ10-101,Est-ce que la rose des vents est liée à la grappe?,"Non, elle n’est pas liée à la grappe."
102,FAQ10-102,Le résultat de la charade nous donne-t-il un lieu directement? Ou est-ce que ce sont les différents éléments de la charade qui nous font déduire un lieu?,"Le résultat de la charade vous donne un résultat concret que vous pouvez directement utiliser dans le monde réel. Donc oui, tout à fait. Il peut tout à fait s'agir d'un lieu."
103,FAQ10-103,"Dans chaque item de la charade, les lettres peuvent-elles être interverties pour former une concaténation?","Non, les lettres sont données dans l'ordre."
104,FAQ10-104,"Dans INRI, vous répétez deux fois le mot “dernier” dans la même phrase. Une fois pour caractériser les rayons, une autre fois pour caractériser le jugement. Ne pouviez-vous pas éviter cette redondance?","Ça aurait été compliqué d'éviter cette redondance. Donc si j'avais pu trouver des synonymes à “dernier”, je l'aurais peut-être fait. Après, il fallait respecter aussi la structure d'un alexandrin. Donc je crois que pour ces deux raisons, ""dernier"" était le mot le plus approprié."
105,FAQ10-105,"Le choix que vous avez fait de mettre onze rayons plutôt que douze pour un soleil noir se justifie-t-il d'après un contexte a/ historique, b/ religieux, c/ folklorique, d/ rien de tout ça?",Je ne peux pas répondre à cette question qui est un peu trop précise.
106,FAQ10-106,Est-ce la relique ou le mal jumeau qui permet de regarder les hommes tomber?,Les hommes tombent à l'endroit du mal jumeau.
107,FAQ10-107,"Doit-on affronter le mal, puis le mal jumeau ou les deux ensemble?",Vous devez uniquement affronter le mal.
108,FAQ10-108,Faut-il parfois choisir le mal pour être sur la bonne voie?,Je ne peux pas répondre à cette question.
109,FAQ10-109,"Les “entités”, on va les appeler comme ça, de l’énigme deux ont-elles un point commun autre que leur fonction? Et cette fonction commune de nos trois entités est-elle à notre service ou à celui du personnage barbu?",Elles ont bien une fonction commune et elles ont des caractéristiques qui sont extrêmement communes au-delà de leurs appellations.
110,FAQ10-110,La relique de la charade est-elle actuellement visible ou a-t-elle été perdue dans le temps?,Cette relique a été déplacée. Je crois même dans l'histoire très récente. Mais elle n'est pas perdue. La relique n’a pas été perdue.
111,FAQ10-111,Est-ce qu'à un moment donné utiliser StreetView sur un lieu précis nous aide à nous guider vers la bonne direction comme un parcours fléché?,Non vous n’aurez pas besoin d'utiliser StreetView dans ce contexte là.
112,FAQ10-112,"Vous avez parlé de différentes grilles de lecture. Sont-elles thématiques? Et si oui, le fil rouge est-il transversal?","Oui, il y a plusieurs grilles de lecture. Oui, elles peuvent être thématiques. Et oui, le fil rouge est transversal."
113,FAQ10-113,4 lettres d’hébreu peuvent-elles faire une phrase interrogative?,Je ne sais pas.
114,FAQ10-114,"Lorsque jaillit l'ordre nouveau, nous invite-t-il a modifier un résultat précédent ou à explorer une nouvelle voie?","Lorsque jaillit l'ordre nouveau, vous ne pouvez pas le louper. Vous savez immédiatement de quel ordre nouveau il s'agit et il faut vous arrêter à cet endroit là. Et il ne s'agit pas d’un résultat précédent, je précise."
115,FAQ10-115,"Dans la charade, l'ordre des items a-t-il une influence sur le tout? Comme dans une charade standard?","Oui, tout à fait. "
116,FAQ10-116,Une carte est-elle utile pour résoudre la charade?,Non. Vous avez besoin d'une carte pour interpréter le résultat de la charade. Vous n'en aurez pas besoin pour trouver les six items.
117,FAQ10-117,Peut-on déduire le lieu de la charade sans trouver tous les items?,Oui.
118,FAQ10-118,Est-ce bien un volcan de représenté sur l'illustration trois?,"Non, il ne s'agit pas d'un volcan. Il s'agit d'une montagne."
119,FAQ10-119,"Pour voir le mal jumeau, faut-il se tenir à l'emplacement de la première relique?",Ça offre un très bon point de vue. Mais vous pourriez voir le mal jumeau depuis d'autres emplacements. Il se trouve qu’une relique est à proximité.
120,FAQ10-120,"1 - Dans le poème, “l'heur” des frères est-elle bien différente de “l’heur” de l'ami et cet ami fait-il partie des frères? 2 - “Quelle vie ! L’âme part... Ami, quand sonne l’heur ”","1 - Oui, c'est une heur différente et cet ami... Alors, si vous parlez de “chers amis”, qui sont les premiers mots du testament, cet ami ne fait pas nécessairement partie des frères. 2 - Non, il s'adresse à une audience un peu plus large à ce moment là du récit."
121,FAQ10-121,"Peut-on identifier le mal et le mal jumeau à travers différents aspects? A savoir minéral, végétal ou animal?","Non. Pour moi, c'est différent de ce que vous mentionnez."
122,FAQ10-122,"Les différentes reliques sont-elles complémentaires physiquement, contextuellement ou littéralement?","Elles sont complémentaires. Elles forment un tout qui est cohérent. Après, c'est à vous d'identifier la cohérence entre les reliques."
123,FAQ10-123,Le tracé pour relier les cendres voit-il son point d'arrivée rejoindre son point de départ?,Ça n'a pas d'importance. Vous pouvez le faire dans les deux sens.
124,FAQ10-124,Doit-on tourner notre regard en pèlerin sur la droite ou la gauche?,Je ne peux pas répondre à cette question.
