,,Question,Réponse
22,FAQ15-22,Question sur le poème: Si je déconstruis le poème vers par vers afin de le reconstruire. Suis-je dans le bon sens ?,Non.
23,FAQ15-23,Doit-on voir le poème comme un dialogue ou comme un monologue ?,Il s'agit d'un monologue.
24,FAQ15-24,"“Elles sont trinité”, cette trinité est-elle présente  dans le poème ? Est-ce Cendres, Fleur, Pierre ou autre ?","Là-dessus, je ne peux pas apporter de réponse."
25,FAQ15-25,Le pile poil est-il dans une zone inondable ?,C'est trop précis. Je ne vais pas donner de localisation positive ou négative sur la zone du pile poil. Ça gâcherait même un peu une partie du jeu.
26,FAQ15-26,Est-ce qu’on reconnait sur l’énigme une la grappe par une nuance de couleur sur la carte ou par un tracé ?,Vous allez reconnaitre la grappe par un tracé.
27,FAQ15-27,"Contre la gueule de bois, il est souvent recommandé de ne pas combattre le mal par le mal. Alors pour se purger, seriez-vous plutôt sauna ou hammam ? Ou les deux ?","Ni l'un, ni l'autre."
28,FAQ15-28,"Afin de l'aider dans sa croissance, le lierre de la connaissance s'appuie-t-il sur un ou plusieurs piliers du savoir ?","Oui, tout à fait."
29,FAQ15-29,"Si je vous disais que nos fameux navigateurs, Riri, Fifi et Loulou étaient d'au moins deux nationalités et représentaient au moins deux compagnies maritimes différentes. Seriez-vous d'accord ?","Non, je ne serais pas d'accord."
30,FAQ15-30,Le personnage barbu aime-t-il les animaux ?,Je ne peux pas répondre à cette question.
31,FAQ15-31,L'alignement pré existant assez célèbre auquel vous faites allusion en FAQ est-il à la fois international et intercontinental ? Et peut-il servir de guide ou tout au moins de repère ?,"Alors sur la première partie, je n'apporterais pas de précisions, mais il peut tout à fait servir de guide et de repère dans le cadre de l'Élixir d’Or."
32,FAQ15-32,Dois-je faire une rectification avant d'utiliser objet de la chambre caché ?,C'est une très bonne remarque et la réponse est oui.
33,FAQ15-33,"Quand je suis surpris de découvrir le lieu du mal, un autre mal me guette moi et mes erreurs ?","Oui, un autre mal vous guette et potentiellement également des fausses pistes. Je serais tenté de répondre par l'affirmative à vos deux questions."
34,FAQ15-34,"Si je vous disais autres temps, autres lieux et pourtant si familiers, est-ce que cela ferait force de loi ?","Et je serais tenté de dire qu'on peut considérer que votre première partie autre temps, autre lieu, et pourtant si familier, se prête bien dans le contexte de la chasse. Après, je ne préfère pas commenter sur la notion de force de loi. En tout cas, je ne vois pas le lien direct avec l'Élixir."
35,FAQ15-35,On peut trouver la chambre cachée sans avoir trouvé le lieu familier. Mais le lierre de la connaissance poussera-t-il si nous n'avons pas trouvé le lieu familier ?,La réponse est oui. Le lierre poussera quand même.
36,FAQ15-36,La pièce dont on dispose encore de 1776 exemplaires est-elle titrée au dessus de 999 sur 1000 ?,"Pour le tirage de la pièce, vous pouvez vous baser sur les premiers tirages. Et ceux pour lesquels il y avait une conversion claire sur laquelle on a des sources historiques."
37,FAQ15-37,Le titrage de la pièce communément cherchée intervient-il dans le calcul ?,"Ce qui compte, et ce qui va intervenir dans le calcul, c'est la conversion en or que vous allez faire de la pièce."
38,FAQ15-38,Est-ce qu'on devrait douter de vos indices et de vos réponses en FAQ ? Sachant que dans votre vie antérieure vous étiez un menteur ?,"Alors bien distinguer le Comte de Saint-Germain et les réponses que je peux apporter à vos questions. Il n'y a pas vraiment de roleplay. Je ne vais pas m'amuser à vous induire en erreur, en particulier dans les indices et les coups de pouce. Ce n'est pas du tout l'objectif."
39,FAQ15-39,"Plus globalement, en dehors de la concaténation, pour la charade de l’énigme quatre, une concaténation désigne, ou leurs résolutions, par exemple la célèbre tirade de Sganarelle dans le Dom Juan de Molière : “Le ciel est au-dessus de la terre, la terre n'est point la mer, la mer est sujette aux orages, les orages tourmentent les vaisseaux”. Pourrait-elle être utile et nécessaire ?","Sans parler de Dom Juan, il y a tout à fait une pertinence dans votre façon de parler d’une concaténation des énigmes,  qui peut prendre plusieurs formes d’ailleurs. Là-dessus, c'est plutôt à vous de savoir de quelle concaténation on va parler dans le cadre de l'Élixir. Mais c'est pertinent."
40,FAQ15-40,"Un récit existant et/ou plusieurs récits existants imbriqués ensemble d'une manière particulière à celle de certains créateurs d'énigmes, pourrait-il révéler le fil rouge ?","De façon générale, je lis les solutions de toutes les chasses au trésor connues qui ont trouvé la solution en France notamment. Pour éviter de reproduire des mêmes schémas de solutions. Donc je pense que non."
41,FAQ15-41,"1938, n'est ce pas une date trop récente par rapport à la rédaction du parchemin et à la mort du Comte ?","Je ne me suis jamais prononcé sur le fait que c’était une date ou un nombre. C'est à vous de savoir à quoi peut correspondre 1938. Et ensuite, j’ai déjà pas mal de fois évoqué le rapport au temps particulier du Comte."
42,FAQ15-42,Dans la chambre cachée vous a dit qu'au moins une personne y était les yeux clos pour toujours. Est-ce que ce corps y est encore à l'heure actuelle ? Est-ce que ce corps y est physiquement où seul le souvenir de la personne y est présent sous une autre forme ?,Je crois qu'aujourd'hui il n'y a plus que le souvenir de cette personne et cette personne n'y est plus physiquement.
43,FAQ15-43,"Si je réussi le dernier combat, suis-je susceptible d'avoir une attestation de la part de quelqu'un ?","Euh non. Je ne sais pas quelle pourrait être cette attestation, mais je préfère vous dire que non. On n'est pas au temps du Covid."
44,FAQ15-44,"Si je vous disais que je pourrais trouver le plus noble or qui soit, celui qu'on ne voit pas en visitant l'intérieur de la terre. Que me répondriez-vous ?","Je vous répondrais que non, ça ne s'applique pas à cette partie là du jeu."
45,FAQ15-45,"Dans son sketch ""Causerie du délégué de la ligue anti-alcoolique"", L'acteur Bourvil dit la phrase suivante: “L'alcool non, mais l'eau ferrugineuse oui”.","Bourvil n'aura pas forcément d'impact dans la chasse, mais l'eau a un positionnement central dans le jeu, tout comme d'autres éléments. Parmi les quatre éléments de base qui constituent la Terre."
46,FAQ15-46,Suis-je dans le faux en voyant un lien entre les métaux et la charade ?,"Là-dessus, je ne pourrais pas répondre. C'est un peu trop précis."
47,FAQ15-47,"Une certaine méthode précise, récurrente, voire récursive, pourrait constituer l'ADN du fil rouge ?","Non, il ne s'agit pas d'une méthode."
48,FAQ15-48,"Vous avez indiqué qu'il était judicieux d'associer la croix au centre de la carte du visuel deux à la grappe de raisins. Puis-je donc considérer que la grappe est présente sur cette carte, au moins en partie ?",Oui.
49,FAQ15-49,"Est-ce que dans l'illustration une, le personnage est de la même époque que le pauvre RC qui n'est visiblement pas dans sa tombe vu que ce n'en est pas une ?","Je ne peux pas répondre sur ce que signifie, symbolise RC sur ce visuel."
50,FAQ15-50,Je vois une sorte de placement publicitaire dans l'illustration trois. Ai-je mal vu ?,"Si vous y voyez un placement publicitaire, est-ce que vous pouvez préciser de quelle marque il s'agit ? Et je vous confirme que non, nous ne faisons aucun placement publicitaire dans nos chasses au trésor. Ce serait très inélégant."
51,FAQ15-51,"La coiffe du cheval, illustration six, aurait-elle pu être d'une autre couleur que verte ?",Je ne peux pas répondre à cette question.
52,FAQ15-52,Le pion noir de l'illustration deux PLUS ULTRA et l'angle du rapporteur font-ils référence à un grade ?,Je ne peux pas répondre à cette question.
53,FAQ15-53,"Lorsque l'on a dépensé nos 1776 pièces, a-t-on parcouru un nombre entier de lieues ?","Non, ça ne tombe pas sur un nombre exact."
54,FAQ15-54,Devons-nous payer notre dernière pièce pour une lieue entamée ?,"Oui, il faut dépenser toutes vos pièces."
55,FAQ15-55,Monsieur RC de l’indice deux est-il le même que l'entité de l'énigme deux ?,Pas nécessairement. RC peut signifier plusieurs choses dans le cadre de la chasse.
56,FAQ15-56,Une inversion temporelle a-t-elle été constatée entre le poème et les visuels ?,"Je ne peux pas répondre à cette question, mais vous avez raison de vous poser la question de la temporalité et l'ordre du poème ou des visuels."
57,FAQ15-57,Les cercles à intérieur du soleil du visuel cinq sont-ils à décrypter avec l'œil et Fugio ? Ou tout est séparé ?,"Tout forme un ensemble, donc c’est à décrypter en même temps que l'œil et Fugio. Oui."
58,FAQ15-58,Est-ce que je peux miser sur le bon cheval sans avoir su placer mes guides ?,La réponse est non.
59,FAQ15-59,Vous avez dit dans une FAQ précédente qu'un bout de notre lierre était présent sur l'endroit où se trouve la grappe. L’est-il de manière palpable ?,"Ça va être au même endroit. Après, les deux éléments qui sont au même endroit sont tous les deux palpables. Après leur union n'est pas forcément palpable. Ils vont être sur la même zone, mais ceux sont deux lieux bien distincts."
60,FAQ15-60,"Dans l’indice évoquant Jerimadeth psalmodiant à Thie, à la fin du mal de tête, est-il possible de tomber sur une fausse piste ?","Je ne sais pas si vous pouvez tomber sur une fausse piste, mais il y a une petite astuce qui n'est normalement pas très compliquée à trouver. On va dire que c'est une astuce littéraire."
61,FAQ15-61,"Vous le savez peut-être, dans l’alphabet runique du vieux Futhark, il y a deux ou trois caractères qui sont nettement plus petits que les autres. L'illustratrice a-t-elle respecté cela ?",Plus ou moins. Elle n'a pas entièrement respecté ça.
62,FAQ15-62,"Passons à l'énigme trois si vous voulez bien, et considérons la ligne X bestiae numerus X circuli infini. S'il me prenait l'envie de modifier cette ligne en ajoutant quelque chose avant le premier X, est-ce que m'intéresser à l'échiquier serait une très bonne idée ?","Je vous déconseille d'avoir cette envie. Cette envie vous induira en erreur. Donc prenez la ligne telle qu'elle est dans le parchemin, n'essayez pas de la modifier."
63,FAQ15-63,Si on étend les bras en croix peut-on trouver un nombre sur l’énigme trois ?,Je vous déconseille d'étendre les bras en croix. Et vous ne trouverez pas un nombre.
64,FAQ15-64,"Vous avez dit que les novices avaient autant de chances, voire plus que les avertis. En quoi auraient-ils plus de chance ?","Ils auraient potentiellement plus de chance dans la mesure où ils n'auraient pas des réflexes d'experts en cryptographie. Et où ils seraient peut-être plus réceptifs à leur intuition, leur capacité d’association d'idée ou d'imagination à un moment crucial du jeu par rapport à des chasseurs de plus en plus expérimentés."
65,FAQ15-65,"Dans l’énigme trois, les quatre mots en latin x bestiae auraient-ils pu être remplacés par d'autres mots de sens différents mais ayant des caractéristiques similaires ?","Non, pas du tout. Il était très important que ce soit ces termes en particulier."
66,FAQ15-66,"Sur l'illustration trois, le jeu de Faro m'incite à dénombrer des occurrences de certaines choses. Est-ce utile pour la chasse ?",Je serais plutôt tenté de répondre non.
67,FAQ15-67,Avoir l'oreille musicale pourra-t-il aider à trouver le pile poil ?,"Si par oreille musicale vous vous entendez aussi oreille poétique, par exemple, oui, ça peut vous aider à un stade très avancé du jeu."
68,FAQ15-68,"Le maître à la bataille, Peut on lui donner un autre qualificatif, par exemple roi de la bataille ou autre ?",Pas du tout. Il était extrêmement important que le terme soit “maître”.
69,FAQ15-69,Suis-je sur la bonne voie si j'associe le sablier de l'illustration une à une invitation à la rectification ?,Non.
70,FAQ15-70,Est-ce qu'une des énigmes a un rapport avec la pierre philosophale ?,Il y a une pierre très importante dans le jeu. Mais je ne pourrais pas vous dire s'il s'agit de la pierre philosophale.
71,FAQ15-71,Si je vous dis que cette quête de l’Élixir m'oblige à renaître et à passer par des chemins obscurs pour voir la lumière et pour obtenir l'immortalité spirituelle. Me conseillez-vous de continuer sur cette voie ?,"Vous êtes globalement sur la bonne voie, oui."
72,FAQ15-72,Les trinités que l'on pourrait voir près du jeu final sont-elles visibles de jour comme de nuit ?,"Je ne peux pas répondre au terme de trinité. Par contre, de nuit comme de jour, vous avez les mêmes chances de pouvoir localiser l'emplacement exact du coffre. Donc, l'heure à laquelle vous allez creuser ne change absolument rien."
73,FAQ15-73,"Concernant les 18 degrés du rapporteur, quelle expression vous semblerait correcte : “Plutôt deux fois qu'une”, “Jamais deux sans trois” ?",Il n'y en a aucune des deux qui me semble correcte.
74,FAQ15-74,"Un RC peut en cacher un autre, mais pourrait-il en cacher plus qu'un autre ?","C'est une très bonne question et je ne peux pas y répondre. Mais vous avez raison de creuser un peu le sujet, d’aller au delà d'une résolution simple."
75,FAQ15-75,"J'avais un fil bien rouge, mais une réponse dans une précédente FAQ l’a brisé en 2000 morceaux. Confirmez-vous qu'il n'y a pas un grand nombre de personnes qui remercient notre personnage ?","Le terme de “remerciement” ne me parle pas, sauf si vous arrivez à me préciser à quel stade du jeu vous le relier. Mais sinon, je serais tenté de répondre que non."
76,FAQ15-76,Pensez-vous qu'un miroir pourrait nous faire apparaître la vérité ?,"LA vérité avec un “L” majuscule, non."
77,FAQ15-77,"Afin de préciser un peu ce que nous sommes censés trouver comme fil rouge qui serait moins long qu'une phrase, laquelle de ces propositions s’en rapprocherait le plus selon vous : Le combat de Mohamed Ali contre Joe Frasier ? Le succès du marabout de Paul Pogba ?","Je n'en ai aucune idée. Donc je dirais aucun des deux. Je ne pense pas que ce soit vraiment lié ou corrélé. La notion de combat, ceci dit, est très importante dans la chasse de l'Élixir."
78,FAQ15-78,"Pourriez-vous, s.v.p, être notre premier guide et nous reconfirmer à quelles énigmes correspondent les différents indices et coups de pouce de la chasse ? Pour rappel, coup de pouce un “clepsydra”, coup de pouce deux “égale distance”, coup de pouce trois “Près du thé”, “six pieds”, “Ich trage”.","Peut-être pas pour toutes. Pour l’égale distance, c'est assez facile, il s'agissait d'une aide s'agissant de l'énigme écrite numéro cinq. S'agissant de “Près du thé”, il s'agissait de l'énigme une. “Six pieds” et “Ich trage” ou “clepsydra”, là, je vous laisse un peu plus maturer parce que soit c'est plus large, soit ça demande un peu plus de travail."
79,FAQ15-79,Il semblerait que le Tour de France en 20 jours ne vous inspire pas énormément chaque été. Diriez-vous que l'univers d'un tour beaucoup plus long pourrait être intéressant à étudier dans le cadre de la chasse ?,"Si vous parlez d'une référence à Jules Verne, je vous répondrais que non. Si vous faites une autre référence, par exemple la révolution d'une planète ou autre, je ne pourrais pas répondre à cette question."
80,FAQ15-80,Pourrait-on qualifier la pierre d'attente de volumineuse ?,"C'est une très bonne remarque et la réponse est oui, elle est plutôt volumineuse."
81,FAQ15-81,"Concernant les pièces dépensées pour atteindre le lieu familier, le paiement s'effectue-t-il à chaque lieue ou globalement à la fin du trajet ?","Le paiement s'effectue à la fin du trajet. Enfin, vous n’allez pas véritablement payer. On va dire que vous dépensez tout d'un coup."
82,FAQ15-82,"La Trinité et “ce que Dieu veut”, l'un ou l'autre nous conduit-il  pile poil sur le pile poil ? Ou nous avons seulement à picorer dans la zone indiquée sans indications précises ?",Je ne peux pas répondre à cette question.
83,FAQ15-83,"Juste pour nous confirmer, quand vous dites que nous connaissons tous le petit barbu, c’est bien avant d'avoir ouvert le parchemin, n'est-ce pas ?",Je ne donne pas d'indication sur le personnage à ce stade du jeu. Plusieurs joueurs l'ont déjà trouvé et j'ai déjà dit beaucoup de choses sur le personnage.
84,FAQ15-84,Suis-je dans le vrai si je pense que notre personnage encapuchonné suive un instruction d'un ami italien prisonnier ?,"C'est une très bonne question. Il peut y avoir un ami italien qui peut intervenir dans le jeu. Mais évidemment, je ne pourrais pas vous dire de qui il s'agit et à quel point il peut être utile."
85,FAQ15-85,Je fais deux cercles de 1776 pièces de rayon avec comme centre mes deux points ?,"Oui, c'est ça. Exactement."
86,FAQ15-86,Le terme rose de la croix présente sur l'habit du personnage au visuel un est-elle à interpréter uniquement en tant que couleur ?,"Non, ce n'est pas à interpréter uniquement comme une couleur. Et on est plus proche du rouge que du rose à ce stade de l'aventure."
87,FAQ15-87,"Concernant les quatre cavaliers, peut-il être intéressant de leur attribuer un ordre dans le sens d'une chronologie ?",Oui.
88,FAQ15-88,"Le centre de l'univers du coup de pouce un représente un lieu bien précis d’après une FAQ précédente. Aurait-il la même atmosphère, ambiance, que chambre cachée ? Sans évoquer de lien, mais juste une ressemblance ?",Non. Il n'y a pas de ressemblance immédiate entre les deux.
89,FAQ15-89,La chambre cachée est-elle plus ancienne que le centre de l'univers ?,"Oui, tout à fait."
90,FAQ15-90,"En écho à une question précédemment posée, [je souhaiterais mieux] appréhender la notion de fil rouge. Doit-on s'attendre à une thématique particulière qui relierait les énigmes et/ou décryptages par ce point commun ? Exemple la cuisine. Ou alors quelque chose de plus précis comme tous les ingrédients et conditions nécessaires pour réaliser une tarte aux pommes à l'alsacienne ?",Ce sera plus précis qu'une thématique. Mais je ne peux pas donner plus de détails que ça. Mais ça sera plus précis que juste une thématique centrale.
91,FAQ15-91,Le centre de l'univers porte ce nom parmi d'autres ou est-ce une interprétation de votre part pour la chasse ?,"Non, il ne s'agit pas d'une interprétation de ma part, mais bien d'un élément vérifiable facilement."
92,FAQ15-92,"A propos de l’échiquier, il a beaucoup été question des cavaliers, des chevaux. Faut-il pour autant négliger le rôle des tours pour nos recherches ?","En effet, les cavaliers du jeu d'échecs sont plus importants que toutes les autres pièces réunies. Si certaines pièces, par exemple, n’ont pas de symbolique, n’ont pas de symboles, d'inscription ou de couleur qui les différencient des autres, en effet, vous pouvez y prêter beaucoup moins d'attention."
93,FAQ15-93,Est-ce qu’appliquer 253548 sur l’objet de chambre cachée permet de définir précisément le lierre de la connaissance ? De telle sorte qu'il ne peut y avoir aucune ambiguïté sur les points correspondants au lierre de la connaissance ?,"Non. Non, ça ne va pas vous aider là-dessus."
94,FAQ15-94,"Vous avez indiqué que nous pouvons trouver la pierre d'attente à travers le lieu familier, en partant de la chambre cachée et que Cachemire, Fer, Jade peut être une aide utile à ce moment là. Cela signifie-t-il que nous devons dévier le lierre de la connaissance vers le lieu familier à partir d'un certain point ?","Non, pas exactement, non. Je reste ce que je vous ai dit précédemment, à savoir que vous trouvez la pierre d'attente à travers le lieu familier en partant de la chambre cachée. Par contre, c'est à vous de comprendre comment décoder le terme de “planter le lierre de la connaissance”."
95,FAQ15-95,"A propos de Monsieur Blaireau, si je me promène avec lui main dans la main, pourrait-il me mener vers le lieu familier ?","Non, pas du tout."
96,FAQ15-96,Est-ce que l’identité de la personne qui ferme les yeux pour toujours dans la chambre cachée a fait l’objet d’incertitudes et été longue à confirmer ?,Non pas dans mon souvenir.
97,FAQ15-97,"On nous demande de trouver une chambre cachée. A ce stade, je pense, que vous êtes tout à fait conscient que nous sommes nombreux à avoir virtuellement pelleté une zone particulière. Cependant, ce qui nous amène à cette zone est un ensemble d'idées issues des réponses FAQ et d’un CDP particulier, ce qui est probablement une mauvaise méthode. Ainsi y a-t-il des éléments  textuels ou éléments issus du décryptages qui nous permettent de comprendre à quelle chambre cachée vous faites allusion à ce moment précis du jeu ?","Bien sûr, tout à fait. Il y a évidemment des éléments textuels de décryptage sans lesquels vous ne pourriez pas inventer cette chambre cachée."
98,FAQ15-98,"Vous affirmez en FAQ 11 que l’on plante le lierre de la connaissance depuis la chambre cachée. Alors qu'en FAQ 13, à la question aurait-on pu dire “depuis la chambre cachée plante-t-on le lierre de la connaissance en suivant cela tu trouveras la pierre d’attente”.","Oui, vous plantez le lierre de la connaissance, mais le lierre ne va pas forcément être tout droit. Donc, même si le point de départ est exact, vous n'allez pas le planter de la même façon et ça ne va pas prendre la même forme. Voilà ce que je pourrais dire. Donc non, pas de contradiction."
99,FAQ15-99,"Il est parfois difficile de ne pas perdre la raison lors d'une chasse au trésor. Ainsi, doit-on être fêlé pour entendre sonner le glas ?","Non, vous n'avez pas besoin d'être fêlé."
100,FAQ15-100,L'objet de la chambre cachée est-il musical ?,"Non, ce n'est pas un objet musical."
101,FAQ15-101,La chambre cachée l’était-elle déjà en 1784 ?,"Oui, même bien avant."
102,FAQ15-102,Mon pendule m'amène vers le département du Lot. Suis-je un illuminé ? J'achète des cartes IGN pour fouiller un peu plus. Je n'ai résolu aucune énigme.,Je ne pourrais pas répondre à cette question.
103,FAQ15-103,"Si de la devise de la France on ne devait garder qu'un seul terme pour illustrer l'Élixir d'Or, quel serait-il ?","Pour illustrer le gain d'Élixir d'Or, j'utiliserais le terme de fraternité puisque il s'agit du vin. Et le vin a été choisi pour la chasse parce qu'il incarnait des valeurs de convivialité, de banquet, de partage qui nous paraissaient très importantes dans le cadre d'un jeu qui peut parfois être très compétitif. Et où il faut parfois faire redescendre la température."
104,FAQ15-104,Est-ce qu'un bouvier peut m'être utile à l'énigme une ?,Non.
105,FAQ15-105,Vous avez dit que le fil rouge n'est pas un thème très général. Cela exclu donc des fils rouges comme l'alternance du bien et du mal dans la vie ou les guerres de religion. Est-ce que vous êtes d'accord avec moi ?,"Je trouve que le terme de guerre de religion ou alternance entre le bien et le mal ne sont pas des thèmes très généraux. Ceux sont tout de même des thèmes un peu plus précis, mais ce sera encore plus précis que cela si c'est votre question."
106,FAQ15-106,Est-ce que toutes les illustrations contiennent au moins un élément en lien avec le fil rouge ?,"Bien sûr, elles sont toutes reliées au fil rouge."
107,FAQ15-107,"Vous avez dit que si le personnage barbu se regardait dans un miroir, celui ci ne lui dirait pas qu'il est beau. Je n'ai pas compris si c'était une boutade ou si le personnage était réellement plutôt laid ?",Il s’agissait plutôt une boutade. Je ne me prononcerais pas sur la beauté physique du personnage.
108,FAQ15-108,"Pourquoi vous ne vouliez pas dire si le personnage était un homme ou une femme ? Vous avez dit que la barbe était naturelle. Certes, presque toutes les femmes ont naturellement un peu de poils au menton. Mais là sur les visuels,  il y a un sacré problème.","Vous savez, à l'époque, il y avait bien un Chevalier d’Éon qui a donné lieu à l’éonisme. Et donc, à partir de là, tout est possible dès le XVIIIᵉ siècle. Mais plus sérieusement, je ne peux plus répondre aux questions sur le personnage. Je pense en avoir dit un peu trop d'ailleurs. Et donc je préfère arrêter de répondre aux questions à ce sujet."
109,FAQ15-109,Est-ce que le lierre de la connaissance est constitué de 7 à 8 points en fonction de leur date de création/fondation ?,C'est une très bonne question. Je pense que vous progressez bien.
110,FAQ15-110,Est-ce que la connaissance peut se transmettre par l'architecture ?,Tout à fait. C'est possible. Par des lieux en tous cas qui dérivent forcément d’une architecture.
111,FAQ15-111,Le coffre est enterré à 60 cm de profondeur. Le sens propre du mot “enterré” est-il respecté ?,"J'avoue que je ne sais pas exactement. Si vous préférez le terme “d'enfoui”. Mais en tout cas, j'ai dû retirer 60 cm de terre avant de pouvoir mettre le coffre."
112,FAQ15-112,Les fanions rouges et blancs ont-ils été placés lors de la redécouverte de la salle au trésor du visuel quatre ou lors de la redécouverte de la chambre cachée de l'énigme cinq ?,Ils ont été redécouverts lors de la redécouverte de la salle du visuel quatre.
113,FAQ15-113,Peut-on constater le point de départ de la quête du personnage grâce aux cartes et qu'il souhaite se rendre au centre de l'univers ?,"Pas exactement, non."
114,FAQ15-114,Le rapporteur présent sur le visuel deux vient-il en confirmation d'un lieu précis ?,"Là-dessus, je ne peux pas répondre."
