,,Question,Réponse
43,FAQ6-43,"Alors j'avais lancé un sondage il y a un mois demandant aux chasseurs si leurs avancées étaient en majorité issues de résolutions de cryptos ou bien de recherches documentaires, ou bien d'une répartition équilibrée entre les deux. Le résultat du sondage donnait à peu près un tiers par catégorie. Si vous participez à ce sondage, quelle catégorie choisiriez-vous?","Je choisirais plutôt la dernière. C'est à dire qu'il y a un mix entre interprétations, et cryptos, et recherches documentaires. Après, je ne peux pas vous donner de pourcentage précis, mais il n'y a pas trop d'asymétrie non plus."
44,FAQ6-44,"Après l’énigme 6, le poème, INRI et fin auraient-ils il pu respectivement avoir les numéros 7, 8 et 9?",C'est une très bonne question et la réponse est non.
45,FAQ6-45,"Dans la FAQ 3, au sujet d'une question portant sur la charade, vous avez répondu en des termes que je qualifierais d'inattendus, étranges et surprenants à savoir “si vous me parlez de la charade de l’énigme 4”. Faut-il comprendre d'une part qu'il y aurait une ou plusieurs autres charades et d'autre part, que celles ci seraient dissimulées, contrairement à celles de l'énigme 4 qui est bien visible.","C'est une très bonne question, mais je ne peux pas vous répondre. Je ne peux pas vous répondre à cette question. Et je précise également qu'il pourrait y avoir aussi une confusion avec le début de l'énigme 5 puisqu'il y a mon premier et mon second. Et donc ça, c'est un peu la forme du début d'une charade."
46,FAQ6-46,Le personnage présent sur chaque illustration est-il à chaque fois la même personne ou des personnages différents?,"C'est le même personnage, quelque soit les illustrations."
47,FAQ6-47,"Vous avez dit en FAQ 5 que le poème nous aide tout le temps. Cela signifie-t-il qu'il est impossible de résoudre complètement une énigme sans avoir compris le poème? À l'inverse, peut-on résoudre complètement le poème sans avoir avancé dans les énigmes?","L'un va avec l'autre, c'est à dire que le poème et les énigmes se marient et donc, autant vous pouvez avancer vraiment très loin dans le jeu sans avoir parfaitement compris ce mariage. Mais à un moment donné, il faudra forcément comprendre parfaitement l'intérêt du poème et son insert dans le jeu. Notamment sur le fond pour bien commencer."
48,FAQ6-48,Il n'y a pas de point à la fin de INRI est volontaire?,"Ce n'est pas volontaire, ce n'est pas capital."
49,FAQ6-49,"Bonjour Monsieur le Comte, le personnage présent dans les visuels peut-il être non contemporain du Comte?","Oui, c'est possible."
50,FAQ6-50,Le nombre de carrés repris dans le quadrillage repris sur l'illustration 4 est-il 100 % fidèle à la réalité?,"Alors si vous parlez de réalité tangible, non. Non, non, ce n'est pas 100 % fidèle."
51,FAQ6-51,Pourriez-vous nous en dire un peu plus sur la nature du sol à creuser?,"Ah non, impossible. Parce que ça donnerait trop d'indices sur la région ou au contraire là où ça ne pourrait pas être et ça gâcherait un peu l'intérêt des énigmes. Je ne peux pas me prononcer là-dessus."
52,FAQ6-52,La pierre triangulaire reprise sur Illustration cinq sur la gauche pourrait-elle être la pierre marquant l'emplacement?,"Pareil, c'est un peu trop précis."
53,FAQ6-53,Rassurez-nous un sanglier ne pourrait mettre fin à notre quête au moment décisif?,"C'est un peu pareil encore. C'est à dire je ne peux pas exclure, par exemple, la Corse d'un lieu possible d'enfouissement du coffre. Et donc je ne peux pas encore, je ne peux pas vous répondre là-dessus."
54,FAQ6-54,"Avant d'éventuellement entreprendre un nouveau long voyage, pouvez-vous confirmer que la pierre n'a pas été bougée?","Alors je peux vous confirmer que le coffre est toujours à sa place. Je ne sais pas de la pierre, de quelle pierre vous parlez, mais en tout cas, le coffre est toujours à sa place. On fera même une vérification au bout d'un an si le coffre n'est toujours pas trouvé. Et puis, si vous préférez valider votre solution avant, vous pouvez le faire à distance."
55,FAQ6-55,Peut-on commencer la chasse par le poème ou faut-il avoir déjà résolu des éléments des autres énigmes?,"Non, non, vous pouvez commencer par comprendre le poème et ça peut vous aider sur l'ensemble du jeu."
56,FAQ6-56,"La pierre cachée, si tant est qu'elle soit philosophale, pourrait-elle nous donner le sens correct de lecture d'une part des énigmes?","C'est trop précis, donc je ne peux pas répondre."
57,FAQ6-57,"Histoire de verrouiller ou non certaines choses, si je vous dis qu'une fois tracé le dernier cercle de l'énigme 3, en plus de voir le mal avant de l'affronter, je vois des recoupements avec des éléments d'une part antérieure et d'autre part postérieure à ce tracé. Suis-je dans le vrai?","Oui, oui, tout à fait. C'est à dire que le mal ne devrait pas vous surprendre. Voilà, vous pouvez y vous y attendre un peu et ce sera un plus. Ce sera un mal qui sera confirmé plus tard, notamment par le mal jumeau."
58,FAQ6-58,"Le Comte de Saint-Germain, concernant le poème à choisir, devons nous accorder plus d'importance à la forme ou au fond?",Les deux. Les deux sont extrêmement importants dans le jeu.
59,FAQ6-59,L'utilisation de la langue des oiseaux est-elle requise pour la chasse?,"Ça, je ne peux pas vous répondre. C'est l'utilisation d'un code, d'une crypto qui est trop précise et qui est indiquée trop clairement."
60,FAQ6-60,Est-ce que le poème nous aide toujours de la même façon?,"Non, non. Le poème peut vous aider de façon différente. Il a une aide qui est en quelque sorte un peu multidimensionnel."
61,FAQ6-61,"Dans la FAQ 5, vous nous avez dit que le personnage portait un chaperon noir. Or, sur les illustrations, hormis la 1 de la version numérique, il apparaît assez clairement de couleur verte. Par conséquent, votre réponse était-elle ce que l'on pourrait appeler une manipulation du Comte?","Écoutez, je ne pense pas. J’ai l’impression qu'il est plutôt noir. En tout cas, je vous confirme qu'il est noir. Et autant le Comte peut être facétieux et vous menez un peu en bateau sur certains pièges, autant j'essaie de moins l'être et de ne pas le faire."
62,FAQ6-62,La première ligne de l'énigme de certaines uniquement à nous aider à déchiffrer les lignes suivantes de cette énigme?,"lle est porteuse d'une idée et après je peux vous dire qu'elle vous aide à déchiffrer. Mais en tout cas, si elle le faisait, elle ne ferait pas que ça. Elle porte aussi une petite idée."
63,FAQ6-63,"Sur illustration 2, le joueur adverse est-il évoqué dans le texte de l'une des énigmes de la chasse?",C'est trop précis.
64,FAQ6-64,Le 1776 est avant tout un nombre de pièces. Est-ce également une confirmation liée à l'histoire du lieu familier?,"C'est avant tout le nombre de pièces, mais ça peut aussi avoir une autre signification. Mais par contre, ça n'a pas de lien spécifique avec le lieu familier. C'est vraiment deux choses différentes."
65,FAQ6-65,Y’a-t-il un point commun à chaque item de la charade?,"Oui. Oui, il y a un point commun."
66,FAQ6-66,Un genre pictural et une danse tous les deux spécifiques ont-ils leur place dans la chasse?,"Ça me dit rien. Ça ne me dit rien à première vue. Après, si vous en avez en particulier, si vous pouvez étayer un peu, peut-être que je pourrai vous répondre plus précisément."
67,FAQ6-67,"Si je vous dis que la grappe n'est pas dans l'intersection des deux gardiens, est-ce que j'ai raison?",Pareil c’est trop précis. Je ne peux pas répondre aussi précisément géographiquement sur le lieu de la grappe.
68,FAQ6-68,"Dans son rapport très particulier avec le temps, le Comte a-t-il connu des époques de notre futur? Autrement formulé, certaines énigmes peuvent-elles se référer à des années supérieures à 2023 selon notre calendrier grégorien?","Le rapport au temps du Comte j'ai toujours refusé de le préciser parfaitement, parce que ça fait partie du jeu. Par contre, je peux dire qu’il n'a pas non plus les qualités, on va dire, d’un Nostradamus. Donc c'est pas quand même le même type de personnage."
69,FAQ6-69,L'oiseau de l'illustration 1 est-il plutôt un oiseau très commun ou plutôt un oiseau très particulier?,C'est plutôt un oiseau commun.
70,FAQ6-70,"À quel moment du testament peut-on considérer qu'il nous sera utile au cours de la chasse? Et si effectivement il a son utilité, est-ce juste là pour nous présenter le personnage du Comte? Est-ce que cette lecture de ce dernier me dirigera plus vers une méthode d'analyse de la chasse? Un contexte historique à déterminer pour trouver le personnage? Ou nous permettre de nous informer que les cryptos sont glissées dans les énigmes? Ou les trois?","Alors le testament vous donne une mise en garde. Et il vous donne également, il vous aiguille sur tellement de choses utiles que vous ne pouvez pas faire abstraction du testament. Le testament est la première chose que vous lisez dans le jeu, c'est une introduction, mais ça élargit. Ça va vous donner énormément de matière et de pistes de réflexion que vous avez sans doute retrouver plus tard en jeu et qui devraient vous titiller."
71,FAQ6-71,"Quand vous dites ce lieu qui m'est familier dans l'énigme 5, doit-on comprendre que vous le connaissez pas votre rapport personnel? Par le fait que c'est un lieu bien connu de tous? Ou parce que vous l’avez fréquenté assidument?","C'est un lieu qui est familier au Comte et qui ne l'est pas forcément de tout le monde. Mais en tout cas, pour le Comte, c'est bien un lieu familier."
72,FAQ6-72,"Lors de la dernière FAQ vous avez expliqué que la numérotation romaine des énigmes était importante et à considérer dans l'ordre donné. Doit-on comprendre que lors de la rédaction des énigmes, vous avez reproduit cette numérotation d'après un ensemble précis et existant ou que vous vous êtes inspiré d'éléments disparates que vous avez regroupés et classés sous cette numérotation? Je précise que ma question porte bien sur le quoi de cette numérotation et non sur le comment de la structure de la chasse.","Je n'ai pas compris, je n'ai pas compris la question. Je veux bien vous m'éclairer dans les commentaires ou sur le Discord. Peut-être que je pourrais y répondre plus précisément. Non, je vois pas. Je ne comprends pas, désolé."
73,FAQ6-73,"Votre affirmation que les versions anglaises, espagnoles risquent plus de nous tromper que de nous aider me chiffonne un peu. Se pourrait-il que la méthode employée pour interpréter un élément ne soit pas la même sur la version de chaque pays? Le risque que vous évoquez serait alors d'éliminer arbitrairement une solution qui serait par exemple une signification au double sens du mot en français, donc difficilement reproductible dans d'autres langues.","Le risque, c'est que la difficulté n'est pas au même endroit. Et donc, pour garantir l'équilibre de la difficulté entre toutes les versions, il y a eu un travail de rééquilibrage qui fait que les points durs ne sont pas forcément aux mêmes endroits. Que les solutions aussi sur la forme, même si elles amènent au même lieu que le coffre, peuvent être différentes. Et donc tout simplement pour éviter que des comparaisons un peu brute force facilitent les joueurs qui compareraient les deux versions. Et évidemment, il y a aussi quelques pièges à éviter dans la comparaison des traductions."
74,FAQ6-74,"Avant même de penser à résoudre la charade, ce système pourrait-il nous aider de façon incidente à résoudre d'autres énigmes?","En effet, les items de la charade n'ont pas été choisis au hasard. Certes, ils vous aident à résoudre l'énigme 4, mais ils ont aussi un lien avec le jeu que je ne préciserais pas. Mais il y aurait pu y avoir d'autres éléments pour résoudre cette charade et avec mon frère, on a choisi ceux-là précisément."
75,FAQ6-75,Ma question porte sur le rapporteur du visuel 2. Celui-ci nous indique-t-il un angle précis ou simplement la notion d'angle?,"Alors ça ne se voit pas très bien. Mais il y a quand même des petits traits pour mettre les distances, 22 et demi, 45. Et donc vous voyez que le rapporteur indique quand même un angle qui est juste en dessous de 22 et demi. Peut-être 18 par exemple."
76,FAQ6-76,"La forme des pictogrammes de l'énigme a-t-elle une importance toute particulière, notamment pour identifier de manière formelle la grappe?","C'est trop précis, Je ne peux pas. Je ne peux pas répondre dessus."
77,FAQ6-77,"Le parchemin numérique affiche des éléments qui ne sont pas sur la version papier, notamment à trois points sur des pictogrammes. Est-ce un bug d'affichage tout à fait fortuit ou des différences peuvent exister?","Je crois que c'est un mini bug d'affichage. En effet, je l'ai vu le trois points sur le testament, ce n'est pas à prendre en compte. Et après sur les autres mini bugs, si vous pouvez me les faire remonter, j'essaierai de les corriger."
78,FAQ6-78,Auriez-vous pu placer les trois points qui forment un triangle ailleurs qu'à la suite de l'énigme,Oui.
79,FAQ6-79,Pouvez-vous nous dire si la cuisine a une place dans cette chasse?,"Une cuisine au sens, à visée alimentaire, Non, non, non."
80,FAQ6-80,Y’a-t-il un lien à trouver entre les huit points de départ de l’énigme 1?,Oui.
81,FAQ6-81,"Concernant les runes inscrites sur le dos du livre, aurais-je tord de penser que la dernière du bas n'a pas ou peu d'importance?","Ça, je ne peux pas répondre."
82,FAQ6-82,"Sommes-nous bien d'accord que la façon d'appréhender les runes et les hiéroglyphes a une incidence sur la découverte d'éléments importants pour la compréhension, voire la résolution d'énigmes, pour ne pas dire de chasse?","Non, pas forcément. Il est rare, de façon générale, qu'un seul élément qui soit dans les visuels ou les énigmes puisse vraiment vous faire avancer d'un coup extrêmement rapidement dans tout le jeu. C'est plus un puzzle de nombreuses pièces qu'il convient de recouper que des éléments accélérateurs vraiment trop, trop rapides."
83,FAQ6-83,Est-il important de savoir placer des notes de musique sur une partition?,"Placer des notes, je ne sais pas. En tout cas, la musique, oui. Elle est importante puisque le Comte était un grand mélomane et voilà, ça peut être intéressant de se renseigner sur ce qui pouvait être apprécié. Par ailleurs, il y a des notes de musique à certains endroits des visuels pour vous mettre sur la voie."
84,FAQ6-84,Nicolas Alexandre a-t-il un lien avec l’énigme?,"Vous vous en doutez, c'est un peu trop précis. Je ne peux pas vous répondre sur des personnages aussi clairement cités et leurs liens dans le jeu."
85,FAQ6-85,"Dans l'illustration de l'arbre, les couleurs dominantes sont le vert et le rose. Peut-on penser que c'est un des éléments essentiels de cette énigme?","Alors pas forcément essentiel. Mais oui c’est voulu qu’il y ait du vert et du rose. Vert pour les feuilles, rose pour le ciel. Rose-rouge."
86,FAQ6-86,Pouvez-vous me dire qui est vraiment votre père?,"Ah, ça. Si vous voulez retracer la généalogie du Comte de St-Germain: bon courage. On ne sait pas si c'était un juif hongrois. Ou si il était né d'un père prince de Transylvanie. Si c'était un grand d'Espagne. Si c'était un noble florentin. C'est très compliqué de le savoir précisément."
87,FAQ6-87,"Si vous me demandiez de trouver une poire et que je vous ramenais pas une poire, mais un truc ayant la forme d'une poire. Seriez-vous satisfait? Toute ressemblance avec un point précis de la chasse serait purement fortuit.","J'imagine que vous parlez de la grappe et oui, ça n'a pas besoin d'être parfaitement une poire. C'est comme Magritte, ceci n'est pas une pipe. Bon ben la chasse est un peu plus souple que notre ami peintre et donc la grappe n'a pas besoin d'être une vraie parfaite grappe. Voilà. Comestible notamment."
88,FAQ6-88,"Serait-il possible qu'un élément important d'un visuel, une fois correctement nommé, prenne vraiment son sens par son absence?","Ah, ça, c'est une très bonne remarque. Et oui, en effet, il y a un élément dans le visuel qui va briller par son absence. Et pour l’instant, je ne crois pas qu'il ait été découvert."
89,FAQ6-89,"Pour moi, la charade nous aide à trouver la relique, mais pas seulement. Elle nous amène aussi sur un nouveau lieu. La deuxième partie “tomber les hommes” nous amène sur le même lieu. Avez-vous conçu cette deuxième partie comme un échappatoire pour ceux qui n'auraient pas résolu la charade et ainsi éviter tout blocage?","Alors, en effet, il est possible qu'il y ait un léger court circuitage, mais c'est quand même plus simple de trouver le lieu, le deuxième lieu, en ayant résolu la première partie de l'énigme 4."
90,FAQ6-90,"Sous les apparences quelques peu fantasques de votre personnage, pourrions-nous dire que vous êtes finalement très carré?","La chasse répond en effet une grosse partie logique. Donc je pense qu'il est extrêmement important d'être carré pour résoudre les énigmes. Mais c'est une condition nécessaire, pas suffisante."
