,,Question,Réponse
57,FAQ4-57,Le symbole V au dessus des runes du haut et le symbole A du mot libra s'opposent-ils ou se complètent-ils?,La réponse est non.
58,FAQ4-58,"À travers un jeu de piste, la chasse, nous rencontrons deux autres jeux visibles les échecs et le pharaon. Se pourrait-il que tous ces jeux dissimulent ou fassent en fait partie d'un jeu invisible qui se révélera à nous à un moment donné?","C'est une bonne question, mais elle est un peu trop précise donc je ne peux pas vous répondre. Les questions sur l'architecture du jeu, forcément à 4 mois du jeu, je ne pourrais pas vous en dire davantage."
59,FAQ4-59,Pouvez-vous nous confirmer ou infirmer que 1543 1938 représentent bien deux dates dans l’énigme 4?,C'est à vous de savoir ce que ces chiffres signifient. Je peux pas évidemment vous donner d'indices à ce sujet.
60,FAQ4-60,"Une fois en terre, faut-il creuser entre deux grosses pierres?",Trop précis comme question.
61,FAQ4-61,"Des indices tels que soleil noir, 1938 et Ordre nouveau rappellent la terrible doctrine du nazisme. Quel-est votre avis sur une telle piste dans le jeu?","Je préfère vous dire tout de suite que le jeu, en aucun cas, ne ferait l'apologie du nazisme ou d'autres idéologies néfastes, nauséabondes. Ça évidemment vous pouvez l'exclure. Après, si vous trouvez des éléments qui font référence à la Seconde Guerre mondiale ou à des événements historiques qui se sont déroulés, vous pouvez évidemment les prendre en compte. Ça dépendra de ce que vous comprenez, du jeu, de la chasse. Sans par contre, pensez que Il faut tout de suite aller chercher dans les sociétés secrètes, nazies ou dans les proches de Himmler ou dans, dans le château de Wewelsburg ou l'Ahnenerbe ... Toutes ces théories un peu néfastes. Évidemment, ça n'a aucunement sa place dans l’Élixir d’Or."
62,FAQ4-62,"Si on arrive au lieu final physiquement, y’a-t-il besoin de résoudre encore une dernière finesse ou est-ce évident? Nous partons uniquement avec notre pelle ou faut-il emmener l’oeil d'Horus, nos notes ou autres?","Non, il n'y a rien d'autre à résoudre. Vous pouvez juste partir avec votre pelle et/ou d'autres éléments, mais en tout cas, ça sera vous précisé en résolvant le jeu."
63,FAQ4-63,"Dans le visuel de la crypte, le sol aurait-il pu être non quadrillé? Et le coffre simplement ouvert sans rien qui dépasse?",Ça je ne peux pas répondre.
64,FAQ4-64,"Le chemin, la définition du dessin empêche de voir si l'épée est portée à la ceinture ou plantée en terre. Pouvez-vous préciser?","Tout à fait, je précise, l'épée n'est ni portée à la ceinture ni plantée en terre. Elle est jetée par terre par le personnage qui s'en débarrasse en quelque sorte."
65,FAQ4-65,La recherche finale nécessite-t-elle de déplacer quelque chose d'un peu lourd?,"Trop précis, je ne peux pas répondre."
66,FAQ4-66,Est-ce que le positionnement des énigmes par rapport aux illustrations est important?,Oui.
67,FAQ4-67,"Si je vous disais qu'à force de plancher sur le parchemin, je commence à avoir des étoiles plein les yeux. Est-ce que cela vous inquiéterait outre mesure?","Non, pas le moins du monde."
68,FAQ4-68,Est-ce que Sully semble proche du trésor?,Je vois deux possibilités pour Sully. C'est un peu trop précis donc je ne peux pas vous répondre.
69,FAQ4-69,Est-ce que le G.O [ndr: Grand Œuvre] est important et/ou le bouc?,Les deux sont importants.
70,FAQ4-70,Est-ce que 1776 est un chiffre commun à plusieurs énigmes et illustrations de l'Élixir d'Or?,"C'est une très bonne question, une excellente question. 1776 est en tout cas un chiffre qui doit retenir toute votre attention."
71,FAQ4-71,La présence de quadrillages dans le visuel 4 a-t-il une importance?,Je ne peux pas répondre à cette question.
72,FAQ4-72,"Si le Comte devait choisir, dira-t-il qu'il est plus intéressé par l'astrologie ou par l'astronomie?","Le Comte n'a aucune préférence, mais il s'intéresse à beaucoup de sujets, dont ces deux là."
73,FAQ4-73,"Quand on arrive à la solution d’une énigme texte aidé en cela par un ou plusieurs visuels, on arrive souvent sur un lieu confirmé par des éléments visuels qui prennent un sens. Est-ce que l'on s'arrête à cette solution confirmée ou faut-il continuer pour en tirer la substantifique moelle par le lieu lui-même ou l’illustration principale? Et question qui en découle, est-ce que les illustrations ne sont là que pour nous aider à résoudre les énigmes du texte et ne servent qu'à ça?","Il y a plusieurs solutions dans chaque énigme. Donc il est possible qu'il faille toujours aller un peu plus loin dans vos décryptages pour arriver à la dernière bonne solution. Ça, c'est tout à fait une possibilité. Et par contre, les illustrations sont au cœur du jeu. Elles sont extrêmement importantes. Ce n'est pas simplement un support au texte."
74,FAQ4-74,La chasse fait-elle référence à un cycliste?,Non.
75,FAQ4-75,Quel logiciel de mind mapping vous semble mieux adapté? Notamment pour faire des liens multiples entre sous thèmes?,"Alors j'utilise Canvas et... et Miro. Après, je sais qu'il y en a beaucoup d'autres. Mais voilà les deux que j'utilise."
76,FAQ4-76,"Une fois les deux gardiens tracés, voit-on apparaître la grappe de raisins sous une forme géométrique?","Ça, je ne peux pas vous répondre."
77,FAQ4-77,"Votre rapport au temps étant bien particulier, connaitriez-vous le club de Manchester United ou le FC Barcelone?","Je connais ces deux villes, après les clubs de football pas spécialement non. Je parle du Comte, pas de moi. Parce que sinon, je suis évidemment un grand fan de football."
78,FAQ4-78,"Pour ma piste de la grappe de l’énigme une, il ne faut pas représenter deux gardiens sous forme de sablier, suis-je dans le vrai?","Si vous pensez être dans le vrai, faites vos tracés, choisissez vos gardiens, choississez les bien et avancez. Voilà, Ce n'est pas parce que des théories sont très populaires ou consensuelles qu'elles sont forcément bonnes. D'ailleurs, pour l'instant, il y a beaucoup de personnes ou beaucoup de joueurs, c'est ce qui ressort du premier progressivomètre, qui sont tombés dans des pièges tendus par le Comte. N'oubliez pas que le Comte de Saint-Germain est un mystificateur professionnel. Et évidemment, la chasse de l’Élixir d’Or est conforme au personnage qu'était le Comte de Saint-Germain."
79,FAQ4-79,"Si je vous dis que le cheval 3C64 de l'énigme 3 n'a pas une tête de cheval, est-ce que je suis bon pour être enfermé?","Alors oui, vous êtes bon pour être enfermé. Je vous confirme que c'est un cheval. Il a une tête de cheval."
80,FAQ4-80,"Je suis sur la zone finale, à pied je présume. Une énigme nous aide-t-elle à changer de mode de locomotion? Est-ce qu'il y a un indice ou plusieurs qui nous indiquent de rouler, marcher, voler, naviguer, et cetera? Il y a sûrement un passage entre cavaliers, navigateurs et piétons pour rejoindre le coffre.","Pour rejoindre le coffre, il faudra y aller à pied."
81,FAQ4-81,Le poème est-il indispensable pour faire les premières résolutions d'énigmes?,"Le poème est indispensable au jeu. Je ne peux pas vous dire sur quels éléments, sur quelles énigmes. Mais le poème est indispensable au jeu."
82,FAQ4-82,"Je suis sur la zone finale, sure de mes déductions. Est-ce que je peux sortir le coffre de terre de nuit?","Oui, tout à fait."
83,FAQ4-83,"La zone finale, disons un parc public piéton, une forêt interdite aux engins motorisés quelconques. La distance pour parvenir en ce lieu à pied, peut-on estimer en mètres, kilomètres, journées de marche?","Alors je ne peux pas vous répondre parce que évidemment, il y a une cartographie précise de tout le domaine public en France. Si je réponds à ce type de question, ça peut éliminer certains de ces lieux. Et je ne souhaite pas qu'il y ait de localisation négative pour l'instant, parce que je trouve que ça gâche un peu le plaisir."
84,FAQ4-84,Peut-on exclure les îles françaises de nos recherches?,"Non. Par contre, vous pouvez les exclure du coffre, du lieu où est enterré le coffre, puisque c'est en France métropolitaine. Donc ça peut être de Lille à Porto-Vecchio."
85,FAQ4-85,"Vous définiriez-vous plus comme français, européen, aussi citoyen du monde?","Alors, le Comte a principalement vécu, en tout cas le gros de sa vie s'est déroulé en France, c'est là où il a été le mieux accueilli avant d'être chassé. Donc évidemment que le Comte a un tropisme français. Mais pas que. Le Comte est un homme de lumière et de l'ombre aussi, qui a embrassé beaucoup d'idéologies, de courants, et il peut être également considéré comme un citoyen du monde tout à fait."
86,FAQ4-86,Vous nous avez parlé de références littéraires. Existe-t-il aussi des références musicales et cinématographiques dans la chasse?,"Oui, tout à fait. Très bonne remarque. Il y a des références musicales et cinématographiques."
87,FAQ4-87,"Cette chasse, avec ses six énigmes, s'apparente-t-elle plus à un roman classique, une seule histoire ou un recueil de nouvelles?",Je dirais que cette chasse s'apparente plus à un conte.
88,FAQ4-88,"Dans l'écriture des énigmes, on constate des passages à la ligne qui sont pour le moins singuliers. Est-ce un choix volontaire?","Non, ce n'est pas un élément crucial, à part pour la partie poétique."
89,FAQ4-89,Vous nous avez parlé de l'importance des couleurs. Comprendre le problème des couleurs nous aide-t-il à résoudre un cryptogramme?,"Ça vous aide à résoudre, en effet, des parties importantes du jeu. Donc oui, il faut comprendre les couleurs dans l'Elixir d’Or."
90,FAQ4-90,Le lieu où sont entreposées les bouteilles a-t-il un lien avec notre quête?,"Alors s'il a un lien, il ne peut être que fortuit. Car Vaux-le-Vicomte a été choisi parmi d'autres châteaux et il a été choisi après que les énigmes aient été finalisées."
91,FAQ4-91,Devons-nous également savoir jouer l'hippopotame pour résoudre le deuxième visuel ou était-ce vraiment votre façon de jouer aux échecs?,"Non, c'est vraiment ma façon de jouer aux échecs qui est peut être très rudimentaire. Et donc non, vous n'avez pas besoin de savoir jouer l'hippopotame."
92,FAQ4-92,"Ces énigmes, et donc ce que vous êtes capables de faire pour les résoudre, ont-elles été écrites après que vous ayez percé le secret de la pierre philosophale? C'est à dire faut-il faire pour les résoudre ce que personne ne peut faire sans cette pierre?","Alors il y a une pierre dans le jeu qui est très importante. Je ne peux pas vous dire laquelle. Après, est-ce que vous avez besoin de la pierre? Oui. Vous avez besoin de la pierre pour avancer jusqu'à la fin du jeu."
93,FAQ4-93,Diriez-vous que la chambre peut être considérée comme cachée parce qu'elle a été déplacée?,"C'est une bonne question, mais je ne peux pas répondre à cette question. Ça donnerait trop d'indices."
94,FAQ4-94,"La résolution du visuel sur lequel figure le cheval de Troie aurait-elle pu être identique avec des cailloux différents, en formes, en nombre et en couleurs?",Cette question est un peu trop précise.
95,FAQ4-95,"Arrivé à la dernière balise sur la zone finale, faut-il venir avec un décamètre? Ou compter en pas suffira-t-il?","Alors ça, vous le saurez de façon très claire puisque le parchemin vous donne l’indication précise pour trouver le lieu exact du coffre dans la dernière ligne droite. Donc pas d'inquiétude, c'est le parchemin qui vous fournit la réponse."
96,FAQ4-96,"Cher Comte, 1 carat d'or, 1 carat de diamant ou un carat de pomme de terre… ça fait toujours 1 carat ? L'or utilisé dans cette question est-il indispensable pour résoudre l'énigme ?","Non, ce ne sont pas les mêmes carats. Le carat a une définition précise s'agissant de l'or. L'or est indispensable, oui."
97,FAQ4-97,"Bonjour, à un moment il va falloir tracer. Afin d'être précis, il y a certains lieux qui ont été trouvés par croisement par exemple d'un cercle et d'une droite. Faudra-t-il partir de cette intersection ou du lieu trouvé ?","Avant de tracer, il vous faut d'autres éléments que cette intersection et le lieu que vous trouvez."
98,FAQ4-98,"Retour sur cette fameuse charade : bâtisseur de bon aloi, bon aloi aurait-il pu être remplacé par un autre terme équivalent ?","Bon aloi a une spécificité propre à la langue française donc profitez en. Mais ce terme n'est pas ""essentiel"" contrairement à d'autres éléments de la charade. J'aurais pu le remplacer par ""de bonne réputation"", voire ""fidèle"", ""loyal""."
99,FAQ4-99,"La forme de la fosse dans laquelle se trouvent les 2 personnages, au pied de la montagne, aurait-elle pu être circulaire? Si c'est non, est-elle carrée ou rectangulaire (la perspective est difficile à identifier)? Merci","Non, la ""fosse"" n'aurait pas pu être circulaire. Elle est rectangulaire."
