,,Question,Réponse
27,FAQ11-27,"Le jeu ayant un an, avez-vous vérifié que le coffre était toujours en place ?","Alors non, je ne suis pas encore allé vérifier ça. Mais c'est prévu. Il faut que je trouve un moment avec la huissière pour prévoir un déplacement de confirmation. Que le coffre est toujours bien en place et que l'élément de confirmation sur place également n'a pas bougé. Normalement, il n'y a pas de raison puisque je n'ai pas encore vu passer la bonne solution et personne ne m'a contacté en ayant trouvé ce que contient le coffre."
28,FAQ11-28,"Les rectangles du quadrillage du visuel quatre auraient-ils pu être d'une autre dimension ?","Ils auraient pu être d'une autre dimension, mais le quadrillage répond à des besoins précis qui ont été précisés dans le cahier des charges."
29,FAQ11-29,Le coup de pouce numéro trois est-il une aide pour le bonus de la grappe ou pour la grosse partie de la grappe ?,C'est une aide pour le bonus de la grappe.
30,FAQ11-30,Le mal l’est-il fondamentalement pour la majorité des [gens] ou seulement du point de vue du personnage ou du Comte ?,Il l'est pour la majorité des gens.
31,FAQ11-31,"Dans l'énigme trois, est-il possible de trouver un troisième ""X"" et qu'il soit de nature différente des autres ?","Non, vous n'avez pas besoin de trouver un troisième ""X""."
32,FAQ11-32,"Dans le coup de pouce numéro trois, si on accole les deux lignes “près du thé inversé, trois grappes en or perchées” nous pourrions obtenir un alexandrin. Cela a-t-il une importance ?","Non, ça n'a pas une importance. C'est juste une habitude esthétique on va dire."
33,FAQ11-33,"Dans l’énigme deux, “trace le dernier cercle” sous entend qu'il faut en tracer d'autres précédemment ?","Non, vous n'avez qu'un seul cercle à tracer et c'est le dernier."
34,FAQ11-34,Lorsqu'on trace le dernier cercle le mal nous apparaît-il clairement ou bien faut-il le déduire ?,"Le mal vous apparaît sur le périmètre du cercle. Donc il faut zoomer. Normalement, il n'y aura pas 15 000 lieux d'intérêt. Il y en aura un notamment qui va retenir énormément votre attention. Et donc c'est ce point là qu'il faut retenir."
35,FAQ11-35,La grappe de raisins que l'on doit trouver dans le jeu a-t-elle un rapport direct avec le vin ?,"Oui, pour la majorité de la grappe de raisins, en effet."
36,FAQ11-36,Pour la résolution de l'échiquier faut-il seulement s'intéresser à la signification des cavaliers ? Ou faut-il s'intéresser à la signification de toutes les pièces de l'échiquier ?,"Il y a la signification des cavaliers qui est très importante. Mais ce n'est pas la seule signification qui peut avoir son utilité, en effet. Après, toutes les pièces n'ont pas besoin d'être décortiquées. Il y en a seulement une poignée qui sont vraiment cruciales."
37,FAQ11-37,"Pour commencer la partie d'échecs, les règles du jeu suffisent-elles ou faut-il auparavant des connaissances sur les personnages qui jouent ou qui sont sur l'échiquier ?","Les règles du jeu suffisent et la partie d'échecs est déjà commencée. Vous n’avez pas besoin de la commencer, vous pouvez uniquement la continuer."
38,FAQ11-38,Un élément perturbateur a été évoqué après avoir tracé ce que Dieu veut. Est-ce pour vous une verrue ?,"Non, il n'y a pas de verrue dans l'Élixir."
39,FAQ11-39,La résolution de l'échiquier permet-elle de placer nos amis de l’énigme deux comme points sur une carte ?,"C'est une très bonne question. En effet, on va dire que les cavaliers ont un rôle qui va au delà de simples pièces d'échecs."
40,FAQ11-40,L'aide d'un visuel est-elle nécessaire pour trouver le bonus de la grappe ?,"Non, vous n'avez pas besoin de vous aider d'un visuel pour cela."
41,FAQ11-41,La couleur de la bête sur le visuel trois est-elle le rouge ?,"Oui, la couleur c'est le rouge."
42,FAQ11-42,"Laquelle de ces caractéristiques vous semble-t-elle indispensable pour faire bonne figure dans cette chasse ? Le stoïcisme, le romantisme ou l'altruisme ?","Je répondrais plutôt le romantisme. Le stoïcisme peut vous aider, mais moins que le romantisme. Et l'altruisme, non, ne vous sera pas d'une grande aide."
43,FAQ11-43,Le personnage barbu ou le Comte de Saint-Germain font-ils des choses à contre-cœur ou la mort dans l'âme ?,Alors c'est une bonne question et je dirais qu'ils font plutôt les choses la mort dans l'âme.
44,FAQ11-44,"Plusieurs fois il nous est demandé de faire usage de la vue. À force, celle-ci peut-elle finir par s'altérer et nous conduire à une cataracte, nous obligeant à n'utiliser qu'un seul œil ?","La réponse est non. Et il ne faut pas se tromper d'œil à ce niveau là. Si vous voulez, ce n'est pas votre œil qui va compter."
45,FAQ11-45,"Dans l’énigme deux, faut-il soigner ou protéger l'âme ou le cœur de façon à éloigner le mal ?",Il faut la soigner plus que la protéger.
46,FAQ11-46,"Lors d'une autre FAQ, vous avez parlé que Dabo était dans la chasse. Pouvez-vous confirmer ?","Ça m'étonne. Non, il n'y a pas de référence à Dabo dans la chasse. Dabo c'est plus sur une autre chasse au trésor que ça pourrait vous être utile ou non d'ailleurs, il y a des gros débats là-dessus."
47,FAQ11-47,"Pour ceux qui n'ont pas encore trouvé la grappe, vous leur conseilleriez de reprendre toutes vos réponses lors des FAQs qui y sont relatives et d'en faire des déductions pertinentes ou plutôt d'essayer de décrypter un ou plusieurs éléments autre que les gardiens du temps dans l'énigme textuelle un ?","Je leur conseillerais de faire très simple, d'utiliser les gardiens du temps et d'utiliser le coup de pouce qui se réfère à la grappe. Et normalement, ils auront tous les éléments qui leur permettent d'avancer sans trop... [coupure son]"
48,FAQ11-48,"La plume de l’illustration deux, je vous cite: “Je ne peux pas vous dire qui est le personnage, ni quel est son métier”, “Est ce un écrivain? Pas nécessairement, mais ça peut” mais “je confirme que la plume ne fait ni référence à un personnage, ni à un lieu” mais “l'élément central est de savoir contre qui on joue, entre autre”. Cher Comte, quelle est votre définition de “qui” ?",Une personne. Un être humain.
49,FAQ11-49,"“Peu d'hommes et de femmes sont prêts à payer le prix de l'immortalité”, ce prix est-il discutable ?","Non, il n'y a pas de “prix”. L'immortalité n'est pas corruptible. Donc c'est un prix plus métaphorique que réel."
50,FAQ11-50,"Le pierre d'attente est-elle détentrice d'un secret, d'un enseignement ou d'une voie à suivre ?",Aucun des trois pour moi. La pierre d'attente c'est une étape intermédiaire et elle ne possède pas de finalité propre. C'est vraiment un lieu de passage. C'est vraiment un lieu d'intermédiation.
51,FAQ11-51,La chambre cachée est-elle unique en son genre ?,"Oui, elle est vraiment unique en son genre. Il y a plusieurs chambres, mais celle-ci en particulier est vraiment spéciale. Et surtout, elle contient un élément qui vous sera crucial."
52,FAQ11-52,La chambre cachée était un lieu régulièrement visité à une époque bien précise. N'importe qui pouvait-il visiter ce lieu ou fallait-il une autorisation spécifique ou une invitation pour pénétrer dans ce lieu ?,"En effet, on y entrait pas dedans comme dans un moulin. Je ne connais pas les détails logistiques, mais j'imagine qu'il fallait en effet des autorisations et que tout le monde ne pouvait pas y accéder librement."
53,FAQ11-53,"Quand vous dites, en parlant du lierre de la connaissance, “je pense que cette culture en partie perdue, ce lierre de la connaissance qu'elle avait pourtant planté initialement”. Perdue ou plutôt interrompue ce qu'elle avait planté initialement ?",Perdu. Il n'y a pas eu d'interruption. Ça a été un processus qui doit d'ailleurs sûrement continuer aujourd'hui. Mais je dirais qu’il a été perdu.
54,FAQ11-54,"La chambre cachée, selon vos dires, n'a pas nécessairement de lien avec le vin. En est-il de même pour la pierre d'attente ?","Oui, c'est possible. Toute la chasse n'est pas autour du vin, donc il y a plusieurs éléments de l'Élixir qui, en effet, ne sont pas directement corrélés au vin."
55,FAQ11-55,La chambre cachée existe-t-elle toujours de nos jours ?,"Oui, tout à fait."
56,FAQ11-56,"Faut-il s'intéresser à la fosse de façon plutôt religieuse, poétique, architecturale, archéologique ?","Alors, il faut s'y intéresser d'une façon à la fois religieuse et archéologique."
57,FAQ11-57,La fosse a-t-elle un rapport avec les cendres des hommes qui tombent ?,Non.
58,FAQ11-58,La montagne du visuel trois existe-t-elle dans la réalité ?,"C’est une montagne ou un pic, mais oui, en effet, ça existe réellement."
59,FAQ11-59,"Dans l’énigme trois, sachant que vous avez fait exprès d’écrire “vir” à la place de “virum”, serait-il opportun de garder le “u” et le “m” afin des les employer par ailleurs ?","Non. Ce ne serait pas opportun et on va dire qu'il y a des mécanismes de compréhension supérieurs dans l’Élixir une fois qu'on a balayé un peu les premières étapes. Et il n'y a pas cette notion de reliquats lettre par lettre qui vous permettrait, comme sur d'autres chasses, d'aller plus loin qu'une zone."
60,FAQ11-60,"Comme le lierre de la connaissance pousse de bas en haut, pas droit, un tuteur, un recteur ou un précepteur, voire un prédicateur, est-il nécessaire à son bon développement ?","Aucun des quatre, je dirais plutôt un bâtisseur."
61,FAQ11-61,"Le tapis de la crypte sur les marches du visuel quatre est-il un tapis originaire d'Orient, du Moyen-Orient, du Proche Orient ou de l'Extrême Orient ?",C'est un tapis originaire du Proche-Orient.
62,FAQ11-62,Est-ce aussi important de s'intéresser aux chevaliers en armes qu'aux chevaliers honorifiques qui président des confréries bachiques ?,Il est même plus intéressant de s'intéresser aux chevaliers en armes qu'aux chevaliers honorifiques qui président aux confréries bachiques.
63,FAQ11-63,"On voit dans l'illustration quatre que le décor est richement décoré, dont une grande partie avec des éléments relatifs à l'Égypte. Je m'étonne cependant, en regardant l'architecture de la pièce, de voir de l'architecture gothique qui n'a rien à voir avec l'Égypte. Pouvez-vous nous en dire plus sur cette confrontation d'idées entre le gothique et l'Égypte ? Est-ce intentionnel ? Un libre choix d'illustratrice ? Cette pièce est-elle plus à regarder du point de vue de l'égyptologie ou de l'architecture gothique ?","Il n'y a pas de demande d'architecture gothique dans le cahier des charges. Cette pièce n'est pas de l’architecture gothique, c'est une pièce qui est plus ancienne que ça. Et donc je dirais plutôt que c'est de l'architecture antique."
64,FAQ11-64,Au dessus de la porte se trouve un oiseau. Pouvez-vous préciser s'il s'agit plus de la représentation d'hathor ou d'Isis ? [ndr: sur l'illustration 4],Il s'agit d'un aigle.
65,FAQ11-65,Juste au-dessus de l'oiseau se trouvent des rayons. Font-ils partie d’un tout avec l'oiseau et le cercle ? [ndr: sur l'illustration 4],"Oui, c'est le même dessin, c'est le même motif, ça fait partie de la même fresque."
66,FAQ11-66,"De même pour les serpents qui entourent la porte, est-ce un tout avec le reste? [ndr: sur l'illustration 4]","Non, c'est deux détails différents. Donc en effet, les serpents peuvent être analysés indépendamment de la fresque qui surplombe la porte. Enfin, l'ouverture."
67,FAQ11-67,Les deux serpents autour de la porte de l’illustration quatre font-ils référence à des ampoules ?,La réponse est non.
68,FAQ11-68,Doit-on tenir compte des lieux-dits dans nos recherches géographiques?,"Oui, tout à fait. Les lieux-dits comme les noms de communes peuvent être intéressants et certains existaient évidemment à l'époque du Comte. Donc tout à fait."
69,FAQ11-69,"Entre la rédemption, la dévotion, l'incarnation et la pénitence, laquelle de ces actions ou attitudes est-il préférable que nous adoptions ?","Alors je dirais que ce serait plus de la pénitence. Mais que ce n'est pas le terme le mieux adapté. En tout cas, j'ai pris celui qui me semblait le moins éloigné parmi les quatre."
70,FAQ11-70,Est-ce que les trois chevaliers de l’énigme deux nous servent à résoudre l'échiquier ? Est-ce qu'ils représentent des points sur une carte que l'on doit trouver ? Ou est-ce que ce sont des personnages historiques ?,"Je pense qu'il y a pas mal de réponses déjà dans votre question. Donc sans trop étayer, vous soulevez des points qui sont très intéressants."
71,FAQ11-71,Faut-il mettre en corrélation les trois chevaliers de l’énigme avec les quatre cavaliers du jeu d'échecs ?,"Je crois que vous faites référence à un élément qui n'est pas en clair, donc je ne pourrais pas y répondre."
72,FAQ11-72,Un peu d'eau pour finir ?,C'est une excellente question et la réponse est oui. Il faut finir avec de l'eau. Mais véritablement.
73,FAQ11-73,Le mal est-il le propre de l'Homme ? Propre au monde animal ? Ou est-il un élément de la nature ?,"Non, je ne pense pas que ce soit le propre de l'Homme, en tout cas du point de vue du Comte. Le mal existe dans l'Homme, dans l'histoire et dans la nature. Et justement, tout le défi c'est que la part de bien triomphe sur la part de mal."
74,FAQ11-74,"Parmi les expressions suivante, laquelle est-elle la plus appropriée pour illustrer le mal de l’Élixir ? 1/ Je me suis fait mal. 2/ Il m'a fait du mal. 3/ Le malin. 4/ C'est mal fait.","Il n'y en a aucun des quatre qui me semblent vraiment bien illustrer le mal. On peut dire qu'on a fait du mal à certaines personnes, donc je dirais la deux. Et on peut dire aussi qu'il y a une part d'œuvre du malin, mais c'est un peu plus éloigné déjà. Donc un peu moins fortement que la deux, la trois, et j'exclurais la un et la quatre."
75,FAQ11-75,"Dans l’énigme trois, la phrase “Ego te faciam sapientissimum vir” permet-elle: 1/ De trouver le centre du cercle. 2/ De calculer son rayon. 3/ D'identifier le mal. 4/ Rien de tout cela.",Je ne répondrais pas à cette question. Elle est un peu trop précise.
76,FAQ11-76,Combien de parchemins ont-ils été vendus cette première année ? A combien estimez-vous le nombre de chasseurs actifs ?,"Je crois qu’Asmodée en a vendu 5000. Et nous, on en a vendu à peu près 7500. Et il y a à peu près deux personnes derrière chaque parchemin. Donc après, il y a pas mal de joueurs qui ont abandonné, qui ne sont plus sur la chasse. Donc je ne sais pas du tout combien sont véritablement actifs aujourd'hui."
77,FAQ11-77,"Peut-on imaginer qu'à l'instar du cavalier noir, les autres cavaliers de l'échiquier auraient chacun leur propre blason ?","Oui, tout à fait."
78,FAQ11-78,Les entités de l’énigme deux auraient-elles pu s'écrire dans un ordre différent ?,"Il était important que les deux premières se suivent. Après, en effet, la troisième aurait pu être écrite, il me semble, avant les deux premières."
79,FAQ11-79,"Dans la dernière FAQ, vous nous avez dit qu'il était possible de trouver un des cavaliers sur le visuel quatre. Il s'agit bien de l'un des cavaliers de l'échiquier ou bien de l’un de nos guides ?","Je ne pourrais pas vous préciser à quel cavalier ça fait référence. Donc c'est à vous de clarifier ce rapport entre cavaliers et guides. Je pense qu'une fois que vous aurez bien compris comment ces deux notions s'entremêlent, vous pourrez répondre à cette question."
80,FAQ11-80,Est-il important d'identifier quelle partie du monde est représentée sur le globe de l'illustration avec l'échiquier ?,[ndr : Non.]
81,FAQ11-81,Vous avez dit dans une précédente FAQ que la pierre d'attente pouvait se voir à travers la chambre cachée et que la pierre d'attente était à l'extérieur de la chambre cachée. Vous avez aussi dit que la chambre cachée et la pierre d’attente étaient possiblement dans deux pays différents. Y’aurait-il donc une frontière géographique passant entre la chambre cachée et la pierre d'attente ?,"Oui, c'est une possibilité, tout à fait. Et quand on dit “voir à travers”, ça peut être une longue distance, mais qui se fait de façon droite à vol d'oiseau."
82,FAQ11-82,"Est-ce qu’il y aurait une relique près du mal de l'énigme deux ? Si oui, est-ce une relique déjà pressentie ?",Près du mal de l’énigme deux il n'y a pas de relique. Il y en a une près du mal de l'énigme quatre.
83,FAQ11-83,Faut-il déplacer les cavaliers selon les œuvres alchimiques ?,Non.
84,FAQ11-84,Le lierre de la connaissance fait-il référence à un livre ?,Non.
85,FAQ11-85,"Dans l'énigme deux “Pourvu que l'âme sur son cœur”, peut-on comprendre cette phrase comme le fait que l'âme arrive après le cœur ?","Non, il faut le comprendre comme le fait que l'âme écoute le cœur et suit la direction que lui impose le cœur."
86,FAQ11-86,Le cœur en question est-il celui de l'âme ? [ndr: le coeur de l'énigme 2],"Oui, tout à fait."
87,FAQ11-87,Y a-t-il plusieurs pièces à trouver pour le calcul de l'énigme cinq ?,"Non, il n'y a qu'une seule pièce à trouver."
88,FAQ11-88,"“Valoir son pesant d'or”, est-ce intéressant ?","Oui, mais pas dans le cas de l'Élixir. Donc vous n'aurez pas besoin de peser le personnage des visuels. En tout cas, il n'y a pas de référence à ça."
89,FAQ11-89,"Les fanions rouge et blanc à l'entrée de la salle au trésor dénotent avec le décor, n'est ce pas ? Sont-ils de l'époque où la salle a été bâtie ou ont-ils été plantés là au moment de la découverte de cette salle ?","En effet, ils ne sont pas de la même époque que la construction de la salle. Vous avez tout à fait raison. Ils ont été plantés là au moment où cette salle a été redécouverte par notre personnage."
90,FAQ11-90,Notre personnage barbu n'aurait-il pas été guidé jusqu'à la salle aux trésors grâce à la présence des deux fanions à l'entrée ?,Non. Il n'a pas été guidé par les deux fanions.
91,FAQ11-91,Le “S” dont on parle depuis plusieurs FAQs est-il lié à un changement d'orthographe au même titre que le “O” ?,Non. Il ne s'agit pas non plus d'un changement d'orthographe d'il y a moins de 40 ans. [ndr: en rép. à la 2nde partie de la question non lue]
92,FAQ11-92,"Peut-on l’attribuer à quelqu'un qui zozotte ? [ndr: le ""S"" de ""raisins""]",Non.
93,FAQ11-93,Le “S” a-t-il un lien avec l'image une et l’énigme deux ?,Non.
94,FAQ11-94,Est-on d’accord qu’une énigme est liée à une et une seule illustration et inversement ?,"Alors là-dessus, je ne pourrais pas vous répondre. Ça dépend des illustrations. Certaines illustrations vont concerner plusieurs énigmes. En tout cas, il n'y a pas forcément de lien évident entre un bloc d’énigme textuel et une illustration."
95,FAQ11-95,"Ai-je raison de penser qu'après décryptage, si j'obtiens un nom de ville ou de domaine viticole séparé en plusieurs parties, ce nom peut m'aider à identifier quelqu'un ou quelque chose ?","Oui. Sur un domaine viticole en particulier, ça peut être très intéressant, en effet. C'est une très bonne remarque."
96,FAQ11-96,"Certains pensent que vous vous êtes inspiré du livre l'Alchimiste de Coelho. Je pense ne pas me tromper en pensant à un autre roman bien plus épais, n'est ce pas ? Il grouille de références à la chasse mais embrouille vraiment l'esprit. Y a-t-il plus que des références dans ce livre ? Par exemple des pistes à suivre ?","L'Alchimiste de Coelho est un très beau livre, mais il est très récent aussi. Donc il n'y a pas d'inspiration directe, ou en tout cas il ne contient pas d'indices pour l'Élixir. Et il y a, en effet, un autre livre qui n'est pas un roman, mais qui peut être intéressant dans le cadre de l'Élixir. Donc je ne vois pas à quel roman très épais vous pouvez faire référence."
97,FAQ11-97,"Les deux fanions à l'entrée de la salle au trésor ont chacun une couleur bien précise. Avons-nous intérêt à les regarder de plus près et à se demander si nous n'avons pas déjà vu ces deux couleurs auparavant ? Et aussi, est-ce que le rouge et le blanc auraient-ils pu être sur le même fanion ou était-il obligatoire de séparer ces couleurs ?","Il n'était pas obligatoire de séparer ces couleurs, mais il était obligatoire, en effet, qu'ils soient rouge et blanc."
98,FAQ11-98,Pensez-vous qu'il est intéressant de creuser la piste des Chevaliers Kadosh ?,Je ne pense pas. La réponse est non.
99,FAQ11-99,"Si je vous dis que les pions sur l'échiquier, pion blanc et pion noir plus ultra, sont au minimum de belles confirmations. Vous me répondez quoi ?","Je vous réponds que ce ne sont pas des confirmations. Donc si ça confirme quelque chose dans votre piste, il y a une erreur. Il faut la reprendre."
100,FAQ11-100,Ce que l'on trouve au lieu familier nous confère-t-il le pouvoir de voir dans les ténèbres ?,"Ce que vous voyez dans le lieu familier vous approche des ténèbres mais ne vous confère pas le pouvoir de voir dans les ténèbres. C'est très différent de ce que vous trouvez, par contre, dans la chambre cachée. Et là, en effet, il y a un lien qui est beaucoup plus évident avec les ténèbres.
"
101,FAQ11-101,Il semblerait qu'il faille placer sur notre map les quatre cavaliers de l'échiquier. Est-ce également le cas des deux pions étant aussi au centre du plateau ?,"Je ne peux pas répondre à cette question parce que je n'ai pas répondu à la première partie. Donc ce que j'ai dit, c'est qu'il y a certaines pièces, pas toutes, [...] qui sont très importantes et dont le cadre dépasse leur contexte de pièces d'échecs."
102,FAQ11-102,La phrase “car d'un empire à l'autre on atteint le centre de l'univers” du coup de pouce signifie-t-elle que deux empires s'affrontent et que nous devons trouver lesquels ?,"Non, ce ne sont pas deux empires qui s'affrontent, mais plutôt c'est un empire qui va mener à un autre, qui va être créé par le premier. Et le centre de l'univers a une dimension encore plus précise que la première partie de la phrase. Donc je vous invite à regarder à quoi peut correspondre le centre de l'univers et à quel lieu il peut faire référence dans un des deux empires."
103,FAQ11-103,La grappe n’est pas une création humaine mais les hommes lui ont-ils donné un nom précis ?,"Les hommes ne lui ont pas donné un nom précis. Non, je ne crois pas qu'il y ait de nom spécifiquement donné. Je n'en vois pas."
104,FAQ11-104,"La grappe se situe-t-elle exclusivement, on va dire, au ras du sol ?","Oui, tout à fait."
105,FAQ11-105,"Lors d'une précédente FAQ, vous dites que Brel n'a pas sa place dans l'Élixir d'Or, ce qui m'étonne toujours par ailleurs. Le répertoire de France Gall, néanmoins, pourrait-il nous aider ?","S'il vous aide, encore une fois, ce sera de façon tout à fait fortuite parce que je ne connais pas tout le répertoire de France Gall par cœur. Il faut que je regarde chanson par chanson [pour voir] s'il y en a certaines qui ont un contexte intéressant."
106,FAQ11-106,Si je vous dis que je pense avoir trouvé le mal grâce au mal jumeau et à des confirmations sans pour autant avoir trouvé le calcul de l'énigme trois. Cela vous semble-t-il purement et simplement impossible ?,"Pas du tout. Comme les deux maux sont très proches, ça ne me semble pas du tout impossible que vous ayez pu, entre guillemets, court-circuiter l'énigme trois et trouver le mal grâce au mal jumeau."
107,FAQ11-107,"Dans l’énigme deux, pour bien choisir les entités et bien les placer, est-il important de décrypter l'échiquier, l'illustration une, par exemple, la rose des vents ?","Non, pas nécessairement."
108,FAQ11-108,"Si je vous dis que le chiffre de la bête n'est sûrement pas celui qui nous viendrait facilement à l'esprit, vous me dites quoi ?",Je ne peux pas répondre parce que celui qui viendrait naturellement à l'esprit on le connaît tous. Donc ce serait un peu trop clair de ma part de répondre.
109,FAQ11-109,"51, rue de Montmorency, Paris vous parle ou pas ?",Ça ne me parle pas du tout.
110,FAQ11-110,"Avons-nous l'emplacement du coffre à quelques mètres près, avec la Trinité de INRI ?",Vous avez l'emplacement du coffre au centimètre près grâce à INRI.
111,FAQ11-111,Passons-nous lors de notre cheminement plusieurs fois par certaines illustrations ?,"Oui, tout à fait."
112,FAQ11-112,La date du combat que nous livrons lorsque nous sommes face à face est-elle antérieure à une chronologie que l'on pourrait déterminer une fois qu'on est sur la localité du 33ᵉ temps ?,"Elle n’est pas antérieure, elle est postérieure."
113,FAQ11-113,Est-ce que notre fidèle monture est fidèle car c'est la même que le bon cheval de l’énigme trois ?,Je ne peux pas répondre à cette question. Je vous laisse l'interprétation là-dessus.
114,FAQ11-114,Y a-t-il plusieurs endroits représentant le mal jumeau ?,"Non, il n'y en a qu'un seul."
115,FAQ11-115,Y a-t-il des lettres rouges à faire apparaître dans l'énigme trois et dans l'énigme quatre ?,C'est une très bonne question et la réponse est oui. Plus que des lettres d'ailleurs.
116,FAQ11-116,Avons-nous déjà utilisé le dernier cavalier ?,"Vous personnellement, non."
117,FAQ11-117,Le poème nous aide-t-il une fois que nous sommes prêts ?,"Il vous aide tout le temps. Donc il vous aide au début, il vous aide au milieu et évidemment, il vous aide énormément à la fin."
118,FAQ11-118,Combien de temps estimez-vous que la chasse durera une fois que l'on sera face à face ?,"Pour moi, une fois que vous êtes face à face, la chasse est terminée."
119,FAQ11-119,Ne pouvons-nous tout de même pas voir dans une des illustrations ce qui semble briller par son absence ?,"Vous pouvez le voir, mais ça ne brillera pas. Et ce ne sera pas sous le format d'une pièce."
120,FAQ11-120,Un des éléments qui forment la Trinité peut-il avoir évolué par rapport à sa forme originelle ?,Non.
121,FAQ11-121,"Que diriez-vous si je vous disais que relier les cendres me permet d'identifier un lieu qui, d'une certaine manière, pourrait lui aussi vous être familier ? Si ce n'est pas un hasard, est-il plus important que les cendres elles-mêmes dans le contexte de l’Élixir d’Or ?","Non, ça ne vous permet pas d'identifier un lieu, mais ça vous permet autre chose."
