,,Question,Réponse
11,FAQ2-11,"Pour le boulier de l'illustration 3, le Comte aurait-il pu faire autrement que de dessiner 5 boules par rangée (en n'en dessinant que 4 par exemple)?",Ça je ne peux pas répondre.
12,FAQ2-12,"[Le 5eme paragraphe (2eme ligne) commence ainsi : ""des prémisses de l'aube"". Le mot ""prémisses"" ainsi orthographié définit les propositions d'un syllogisme, la base d'un raisonnement. Cela s'accorde mal avec ""...de l'aube"". Au cas où vous auriez voulu évoquer ""le commencement de l'aube..."", il convient d'orthographier alors le mot ainsi ""prémices"".Tout cela prête à confusion. Pouvez-vous confirmer l'écriture ""prémisses"" (la phrase n'a plus alors aucun sens...), ou bien reconnaissez-vous une erreur ?]","Oui il y a une faute d'orthographe sur le mot prémices. En effet, les 2 mots ne veulent pas dire la même chose même si ils se prononcent de la même manière. La bonne orthographe à retenir ici dans le jeu c'est avec un ""c"" au sens du coup de début de commencement de l'aube. Il y a également une petite faute sur ""Lorsqu' "" avec une apostrophe [ndr: sur INRI]. ""Lorsqu' "" aurait dû s'écrire en entier L O R S Q U E. Donc il y a en effet ces deux fautes à avoir en tête. On n'a pas corrigé la version digitale parce que certains joueurs ne le possède pas et ont uniquement la version papier. Maintenant que les parchemins ont été fabriqués, on ne peut évidemment plus les modifier, les amender. Donc pour éviter que les joueurs n'aient pas les mêmes supports de travail ou si certains ne regardent pas cette FAQ, on préfère que chacun ait les mêmes bases de travail."
13,FAQ2-13,"[Un individu lambda peut-il y parvenir physiquement à la cache au trésor et le déterré à un moindre effort et sans risques, ou bien faut-il avoir une condition physique au-dessus de la moyenne et une assurance multirisques?]. Question sur l'accessibilité de la cache, physiquement.",Je vous confirme en effet que la cache est physiquement simplement accessible. Ce n'est pas dans une zone dangereuse. Vous n'avez pas besoin d'être un individu hors-norme ou exceptionnel pour pouvoir déterrer le coffre. Le plus dur c'est évidemment de trouver la localisation.
14,FAQ2-14,"Si j'étais amené à faire des calculs de quelque nature que ce soit, devrais-je alors arrondir les résultats obtenus au chiffre supérieur? Calculer un nombre précis de décimales?",Je vous encourage à garger le calcul le plus précis donc. Si vous avez 10 ou 15 décimales et bien gardez 10 ou 15 décimales. Ça rendra votre calcul dans tous les cas beaucoup plus précis.
15,FAQ2-15,"Les éléments dans les illustrations auraient-ils pu être disposés différemment? Par exemple, illustration 1, le sablier à gauche et le personnage à droite? Ou illustration 3 le soleil noir à droite?","Oui. Le cahier des charges est assez contraignant mais a laissé quand même d'importantes marges de manœuvre à l'artiste. Notamment sur l'arrangement dans le dessin, dans l'illustration de certains éléments qui devaient y figurer. Leur place n'est pas toujours centrale."
16,FAQ2-16,Y a-t-il un ou des éléments à interprêter en anglais?,"Sur la version francophone, de l'interprétation en anglais, il n'y en a pas."
17,FAQ2-17,Des connaissances littéraires sont-elles utiles et nécessaires?,"Oui mais pas uniquement. Par contre, vous n'avez pas besoin de vous procurer des livres rares ou onéreux. Tout doit normalement se trouver soit chez vous, soit dans une bibliothèque publique."
18,FAQ2-18,"[Comment vous faite si quelqu’un découvre le coffre à tout hasard, alors qu'il ne connaît pas du tout l’existence de base du coffre? En gros comment pouvez-vous savoir si là, à l’heure actuelle aujourd’hui, il n’est pas déterré par quelqu’un? Vous vérifier de temps en temps si il a été découvert ou pas?]. Question sur une découverte fortuite.","Cette découverte fortuite est strictement impossible. C'est une certitude absolue. Dans tous les cas, si le coffre n'est pas trouvé au bout d'un certain temps, que ce soit 6 mois ou 1 an, on ira de nouveau vérifier l'emplacement. Mais en effet le coffre n'est pas détectable par un détecteur de métaux. Donc la seule manière par laquelle il pourrait être retrouvé, c'est par un joueur qui aurait résolu le jeu."
19,FAQ2-19,Est-ce que l'emplacement du trou à creuser est une évidence ou bien peut-on être tenté de creuser plusieurs trous dans le périmètre ?,L'emplacement est une évidence. Vous n'aurez aucune hésitation.
20,FAQ2-20,Les énigmes sont-elles compréhensibles pour toutes langues après traduction?,"Oui les joueurs étrangers ont le même degré de difficulté que les joueurs français et les mêmes énigmes que vous simplement traduites. Ce qui veut dire que, à la fois sur la forme mais aussi sur le fond, les énigmes dans les différentes versions linguistiques sont différentes. C'est pour ça que je vous donnais cet avertissement lors de la dernière FAQ : il ne va pas être forcément utile de posséder toutes les versions linguistiques."
21,FAQ2-21,"Dans la chasse on voit d'autres jeux, doit-on en appliquer leurs règles respectives standards, ou doit-on s'en affranchir et jouer comme ça nous arrange, ou bien un peu des deux?",Un peu des deux.
